GlobalTime,SiteTime,time,station,site,moduleConfig,inputParamterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,standAlone,TestSW_Rev_NVM,AFcode,alignment_15cm_EFL,alignment_15cm_PFL,alignment_15cm_distortion_min,alignment_15cm_distortion_max,alignment_15cm_DFOV_EFL,alignment_15cm_DFOV_PFL,alignment_15cm_DFOV_DOTS,alignment_test_ver,alignment_15cm_tilt_X,alignment_15cm_tilt_Y,alignment_15cm_tilt_radial,alignment_15cm_tilt_theta,offset_tilt_test_ver_,alignment_15cm_rotation,rotation_test_ver,alignment_15cm_sensor_temperature,alignment_15cm_pntc_temperature,pass_items,fail_items,result,
T220509173037049VCMCT7021T0,'20220509173143,'2022-05-09 17:31:56:051,VCMCT7021T02,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2E1985ZJ,17cc15160370,0x5240f961dcdea103,AS1C064050ENC631A432105043,AJ8C072352E6B331B617,DNB21523053120L03A,0,0.0000000000,366,5.6951321055,5.9198960387,-0.1719349034,1.4067017746,80.1087397998,77.9317245660,77.7724855754,9.0000000000,-0.0040504782,-0.3039450339,0.3039720208,89.2365086862,8.4000000000,-0.4277804407,8.4000000000,41.4853000000,33.6354134006,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173100204VCMCT7021T0,'20220509173206,'2022-05-09 17:32:19:041,VCMCT7021T02,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1X1985Z4,17cc15170871,0x5240f961dd146507,AS1C064034CDA531C034044050,AJ8C0723639NB131B622,DNB21523055170C01A,0,0.0000000000,352,5.7019008703,5.9272099612,-0.0800569586,1.2858455246,80.0417016708,77.8625528305,77.7410877895,9.0000000000,0.1077714627,0.1362515128,0.1737212576,51.6569239896,8.4000000000,-0.2497193534,8.4000000000,42.3061000000,33.7479309819,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173124175VCMCT7021T0,'20220509173229,'2022-05-09 17:32:41:811,VCMCT7021T02,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC221985ZW,17cc15170405,0x5240f961dd142401,AS1C0640239GA731B234053004,AJ8C072362F7B131B619,DNB21523053120L01A,0,0.0000000000,366,5.6960356146,5.9208722770,-0.1396083683,1.3254710510,80.0997860073,77.9224857744,77.8135402463,9.0000000000,0.0351664974,-0.1572051090,0.1610903983,-77.3906598394,8.4000000000,-0.3685493581,8.4000000000,43.3834000000,33.9973751697,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173146782VCMCT7021T0,'20220509173252,'2022-05-09 17:33:05:921,VCMCT7021T02,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC281985ZQ,17cc15170083,0x5240f161ded77f03,AS1C0640239HA731A631055031,AJ8C072362F4B231B631,DNB21523053600G09A,0,0.0000000000,374,5.6943921694,5.9190965497,-0.0821632635,1.2669932077,80.1160738191,77.9392920337,77.8331084841,9.0000000000,0.1617165009,-0.0367833048,0.1658469891,-12.8141912793,8.4000000000,-0.3530681911,8.4000000000,42.7165000000,33.9556176521,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173209088VCMCT7021T0,'20220509173315,'2022-05-09 17:33:28:141,VCMCT7021T02,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC291985ZP,17cc15170005,0x5240f961dcde6c05,AS1C064050L7C631A935021047,AJ8C072342BFB431B634,DNB21523053120K08A,0,0.0000000000,365,5.6923022464,5.9168384657,-0.1117054780,1.3663779540,80.1367945281,77.9606723340,77.8206542558,9.0000000000,-0.0115507368,0.2009819984,0.2013136384,-86.7107573215,8.4000000000,-0.1649487464,8.4000000000,41.6905000000,33.5346048324,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173232743VCMCT7021T0,'20220509173339,'2022-05-09 17:33:51:691,VCMCT7021T02,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1H1985ZJ,17cc15170702,0x5240f961dedca607,AS1C064033AHA731A735015026,AJ8C072362F8B131B610,DNB21523055550M13A,0,0.0000000000,368,5.7005328417,5.9257316960,-0.0773408297,1.4126598873,80.0552431575,77.8765252584,77.7393846694,9.0000000000,-0.1527190708,-0.0956891789,0.1802205505,32.0699842663,8.4000000000,-0.1791880875,8.4000000000,41.6905000000,33.7554512799,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173255897VCMCT7021T0,'20220509173402,'2022-05-09 17:34:15:491,VCMCT7021T02,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1E1985ZM,17cc15170710,0x5240f961dcdecf07,AS1C064040K3C631A128051045,AJ8C072353DCB231B626,DNB21523055180H08A,0,0.0000000000,387,5.6917866031,5.9162813424,-0.1399328952,1.3526947296,80.1419082849,77.9659488816,77.8159737234,9.0000000000,0.0145567656,0.0637880492,0.0654279320,77.1449454454,8.4000000000,-0.3273311330,8.4000000000,41.3314000000,33.4787859335,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173318752VCMCT7021T0,'20220509173425,'2022-05-09 17:34:37:842,VCMCT7021T02,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1B1985ZQ,17cc15160488,0x5240ea61de795201,AS1C064014D2A531B833018101,AJ8C072343A8B331B625,DNB21523055170A09A,0,0.0000000000,353,5.6946783409,5.9194057524,-0.0748367475,1.3675135945,80.1132372432,77.9363651664,77.7941784550,9.0000000000,-0.1806799056,0.0069368408,0.1808130178,-2.1986688143,8.4000000000,-0.1304122420,8.4000000000,41.5879000000,33.2641898171,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173341759VCMCT7021T0,'20220509173447,'2022-05-09 17:35:00:042,VCMCT7021T02,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1T1985Z8,17cc15170070,0x5240f161ded78403,AS1C064060JJC631A934007053,AJ8C0723639BB431B638,DNB21523055180G13A,0,0.0000000000,363,5.6936237252,5.9182662667,-0.0753148051,1.3618178692,80.1236915853,77.9471522867,77.8172683464,9.0000000000,0.1512051234,-0.2405011856,0.2840832141,-57.8421702569,8.4000000000,-0.1320943223,8.4000000000,41.9983000000,33.3971568592,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173405213VCMCT7021T0,'20220509173510,'2022-05-09 17:35:22:982,VCMCT7021T02,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1N1985ZD,17cc15160666,0x5240f961dcde1d05,AS1C064060KPC631A831060046,AJ8C072352HMB431B637,DNB21523054460A06A,0,0.0000000000,362,5.6972034990,5.9221341899,-0.0500630115,1.3401931042,80.0882147177,77.9105461838,77.7351850864,9.0000000000,0.1431359319,0.0537577691,0.1528979028,20.5847110231,8.4000000000,-0.2098013514,8.4000000000,41.5879000000,33.6092364014,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173428318VCMCT7021T0,'20220509173534,'2022-05-09 17:35:47:242,VCMCT7021T02,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1M1985ZE,17cc15170846,0x5240f561da4e2007,AS1C064060JKC631A535025019,AJ8C072353DFB331B618,DNB21523055180G12A,0,0.0000000000,357,5.6963916850,5.9212570131,-0.0846785736,1.2385338995,80.0962578012,77.9188452679,77.8057712100,9.0000000000,0.0450309559,-0.1506428098,0.1572292099,-73.3572939157,8.4000000000,-0.3547193859,8.4000000000,42.3574000000,34.1040013271,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173450872VCMCT7021T0,'20220509173557,'2022-05-09 17:36:10:702,VCMCT7021T02,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1F1985ZL,17cc15160952,0x5240ea61de79dc07,AS1C064034E2A531B631029054,AJ8C072353D7B331B638,DNB21523050350E05A,0,0.0000000000,352,5.6955282312,5.9203240496,-0.0842033878,1.3706397879,80.1048139813,77.9276737876,77.7898694832,9.0000000000,-0.1259483761,-0.2852532750,0.3118203009,66.1771602936,8.4000000000,-0.3120323315,8.4000000000,43.2295000000,34.0582454671,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173513176VCMCT7021T0,'20220509173621,'2022-05-09 17:36:33:842,VCMCT7021T02,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1G1985ZK,17cc15160518,0x5240ea61de7a5e05,AS1C064024FDA531B330023040,AJ8C072353D5B131B617,DNB21523055170D02A,0,0.0000000000,358,5.6981533835,5.9231605664,-0.0705842522,1.3621783557,80.0788054008,77.9008373901,77.8382144282,9.0000000000,-0.1052320610,-0.2070478844,0.2322550760,63.0581263921,8.4000000000,-0.3244461941,8.4000000000,40.7158000000,33.2016601950,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173537831VCMCT7021T0,'20220509173644,'2022-05-09 17:36:57:062,VCMCT7021T02,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1A1985ZR,17cc15160400,0x5240f961dcde5503,AS1C064050EMC631A132103030,AJ8C072352E2B331B619,DNB21523053120L08A,0,0.0000000000,378,5.7008480248,5.9260722743,-0.0427223158,1.3006992941,80.0521229667,77.8733057695,77.7650731610,9.0000000000,-0.0734799823,0.0145665240,0.0749098855,-11.2128210763,8.4000000000,-0.0016034779,8.4000000000,40.6645000000,33.2531430867,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173600485VCMCT7021T0,'20220509173707,'2022-05-09 17:37:20:452,VCMCT7021T02,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2H1985ZF,17cc15170919,0x5240f961dedcd601,AS1C064024D6A531B734019046,AJ7C0722E363B131B618,DNB21523055270E02A,0,0.0000000000,350,5.6953883975,5.9201729601,-0.0946377636,1.3571338500,80.1061997717,77.9291036879,77.8015668506,9.0000000000,-0.0053229321,0.0827473416,0.0829183699,-86.3193778270,8.4000000000,-0.3965999112,8.4000000000,42.4087000000,33.2973611784,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173624417VCMCT7021T0,'20220509173731,'2022-05-09 17:37:43:402,VCMCT7021T02,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2E1985ZJ,17cc15160370,0x5240f961dcdea103,AS1C064050ENC631A432105043,AJ8C072352E6B331B617,DNB21523053120L03A,0,0.0000000000,368,5.6969945945,5.9219084646,-0.1518075420,1.4019991227,80.0902843198,77.9126816579,77.7544409715,9.0000000000,-0.0278968881,-0.3031541294,0.3044349413,84.7423762333,8.4000000000,-0.4437296274,8.4000000000,41.1262000000,33.3934531648,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173646972VCMCT7021T0,'20220509173754,'2022-05-09 17:38:06:802,VCMCT7021T02,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1X1985Z4,17cc15170871,0x5240f961dd146507,AS1C064034CDA531C034044050,AJ8C0723639NB131B622,DNB21523055170C01A,0,0.0000000000,351,5.6965667721,5.9214461964,-0.0881652484,1.3117876416,80.0945230044,77.9170552542,77.7871693296,9.0000000000,0.0972327283,0.1161889772,0.1515058747,50.0757387457,8.4000000000,-0.3316313701,8.4000000000,41.0236000000,33.6092364014,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173710976VCMCT7021T0,'20220509173817,'2022-05-09 17:38:29:052,VCMCT7021T02,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC221985ZW,17cc15170405,0x5240f961dd142401,AS1C0640239GA731B234053004,AJ8C072362F7B131B619,DNB21523053120L01A,0,0.0000000000,367,5.7034494482,5.9288833583,-0.1430233098,1.3226909620,80.0263776080,77.8467411229,77.7512744709,9.0000000000,0.0360866978,-0.1980786443,0.2013389638,-79.6749219715,8.4000000000,-0.3553523658,8.4000000000,43.5373000000,33.7291407223,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173734030VCMCT7021T0,'20220509173841,'2022-05-09 17:38:53:842,VCMCT7021T02,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC281985ZQ,17cc15170083,0x5240f161ded77f03,AS1C0640239HA731A631055031,AJ8C072362F4B231B631,DNB21523053600G09A,0,0.0000000000,374,5.6946202680,5.9193430057,-0.1440033830,1.2601902385,80.1138128566,77.9369591021,77.8431420803,9.0000000000,0.1369634662,-0.0404922141,0.1428236605,-16.4698887738,8.4000000000,-0.4576111641,8.4000000000,44.1016000000,34.1919484210,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173757185VCMCT7021T0,'20220509173905,'2022-05-09 17:39:18:102,VCMCT7021T02,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC291985ZP,17cc15170005,0x5240f961dcde6c05,AS1C064050L7C631A935021047,AJ8C072342BFB431B634,DNB21523053120K08A,0,0.0000000000,363,5.6917647988,5.9162577841,-0.0458651692,1.3185107455,80.1421245354,77.9661720163,77.8121345025,9.0000000000,0.0279687269,0.2405950800,0.2422152427,83.3692728616,8.4000000000,-0.2445349283,8.4000000000,42.4087000000,34.1766297535,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173819639VCMCT7021T0,'20220509173927,'2022-05-09 17:39:40:092,VCMCT7021T02,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1H1985ZJ,17cc15170702,0x5240f961dedca607,AS1C064033AHA731A735015026,AJ8C072362F8B131B610,DNB21523055550M13A,0,0.0000000000,368,5.6979584216,5.9229499035,-0.0736506139,1.4128910410,80.0807364945,77.9028299452,77.7894475821,9.0000000000,-0.1750060660,-0.1089994193,0.2061743164,31.9159321870,8.4000000000,-0.2551534768,8.4000000000,42.1522000000,33.7592123283,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173844193VCMCT7021T0,'20220509173952,'2022-05-09 17:40:04:592,VCMCT7021T02,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1E1985ZM,17cc15170710,0x5240f961dcdecf07,AS1C064040K3C631A128051045,AJ8C072353DCB231B626,DNB21523055180H08A,0,0.0000000000,385,5.6966486027,5.9215346153,-0.0501652694,1.3696349817,80.0937122324,77.9162186762,77.7701678728,9.0000000000,0.0118814156,0.0735362897,0.0744899566,80.8219209998,8.4000000000,-0.2776042924,8.4000000000,41.4853000000,33.7629739766,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173908498VCMCT7021T0,'20220509174016,'2022-05-09 17:40:28:962,VCMCT7021T02,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1B1985ZQ,17cc15160488,0x5240ea61de795201,AS1C064014D2A531B833018101,AJ8C072343A8B331B625,DNB21523055170A09A,0,0.0000000000,354,5.6928751036,5.9174574100,-0.0378343482,1.3621275884,80.1311140032,77.9548109792,77.8202263773,9.0000000000,-0.1770278059,0.0335659951,0.1801818686,-10.7362893493,8.4000000000,-0.2084028147,8.4000000000,41.3314000000,33.3675436129,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173930902VCMCT7021T0,'20220509174039,'2022-05-09 17:40:51:652,VCMCT7021T02,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1T1985Z8,17cc15170070,0x5240f161ded78403,AS1C064060JJC631A934007053,AJ8C0723639BB431B638,DNB21523055180G13A,0,0.0000000000,363,5.6949991825,5.9197524170,-0.1428808427,1.3636076768,80.1100572091,77.9330839092,77.8051273005,9.0000000000,0.1430660641,-0.2376864646,0.2774207715,-58.9559008810,8.4000000000,-0.1320727628,8.4000000000,41.7418000000,33.2200340022,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509173954606VCMCT7021T0,'20220509174102,'2022-05-09 17:41:14:882,VCMCT7021T02,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1N1985ZD,17cc15160666,0x5240f961dcde1d05,AS1C064060KPC631A831060046,AJ8C072352HMB431B637,DNB21523054460A06A,0,0.0000000000,360,5.6941240978,5.9188069046,-0.0552066711,1.3257355656,80.1187311385,77.9420339396,77.7809879091,9.0000000000,0.1419084891,0.0516626292,0.1510199481,20.0043036277,8.4000000000,-0.2590290507,8.4000000000,41.8444000000,33.6616195078,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509174019514VCMCT7021T0,'20220509174125,'2022-05-09 17:41:37:382,VCMCT7021T02,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1M1985ZE,17cc15170846,0x5240f561da4e2007,AS1C064060JKC631A535025019,AJ8C072353DFB331B618,DNB21523055180G12A,0,0.0000000000,358,5.7003818736,5.9255685645,-0.1399293278,1.3773751288,80.0567377547,77.8780674206,77.7528385900,9.0000000000,0.0628715603,-0.1902470856,0.2003664856,-71.7127203849,8.4000000000,-0.1466545895,8.4000000000,42.0496000000,33.6428978869,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509174042618VCMCT7021T0,'20220509174148,'2022-05-09 17:42:01:262,VCMCT7021T02,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1F1985ZL,17cc15160952,0x5240ea61de79dc07,AS1C064034E2A531B631029054,AJ8C072353D7B331B638,DNB21523050350E05A,0,0.0000000000,352,5.6943928788,5.9190973162,-0.0765967263,1.3481178193,80.1160667876,77.9392847784,77.8087557734,9.0000000000,-0.1420874313,-0.2709900275,0.3059801154,62.3308841773,8.4000000000,-0.3079013878,8.4000000000,44.2555000000,34.3958628832,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509174105372VCMCT7021T0,'20220509174211,'2022-05-09 17:42:23:772,VCMCT7021T02,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1G1985ZK,17cc15160518,0x5240ea61de7a5e05,AS1C064024FDA531B330023040,AJ8C072353D5B131B617,DNB21523055170D02A,0,0.0000000000,359,5.6985050318,5.9235405354,-0.1038124040,1.3273126859,80.0753225279,77.8972436679,77.8218835131,9.0000000000,-0.0664181904,-0.1541156925,0.1678182950,66.6857773941,8.4000000000,-0.2284793936,8.4000000000,41.4340000000,33.8458823663,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509174127828VCMCT7021T0,'20220509174234,'2022-05-09 17:42:47:012,VCMCT7021T02,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1A1985ZR,17cc15160400,0x5240f961dcde5503,AS1C064050EMC631A132103030,AJ8C072352E2B331B619,DNB21523053120L08A,0,0.0000000000,378,5.6949240972,5.9196712883,-0.0462820763,1.3308627709,80.1108014010,77.9338517892,77.8064522287,9.0000000000,-0.0963432951,0.0021156487,0.0963665215,-1.2579821663,8.4000000000,-0.0992914787,8.4000000000,40.6645000000,33.1979871563,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509174151232VCMCT7021T0,'20220509174257,'2022-05-09 17:43:10:252,VCMCT7021T02,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2H1985ZF,17cc15170919,0x5240f961dedcd601,AS1C064024D6A531B734019046,AJ7C0722E363B131B618,DNB21523055270E02A,0,0.0000000000,348,5.6982094494,5.9232211475,-0.1319447845,1.3715399001,80.0782500841,77.9002643993,77.7592931104,9.0000000000,-0.0040128489,0.0932585262,0.0933448210,-87.5361248980,8.4000000000,-0.2897860833,8.4000000000,42.6652000000,33.6017625968,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509174214386VCMCT7021T0,'20220509174321,'2022-05-09 17:43:33:302,VCMCT7021T02,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2E1985ZJ,17cc15160370,0x5240f961dcdea103,AS1C064050ENC631A432105043,AJ8C072352E6B331B617,DNB21523053120L03A,0,0.0000000000,368,5.6939524478,5.9186214414,-0.1920754464,1.4048041413,80.1204327346,77.9437897003,77.7910303853,9.0000000000,0.0277112353,-0.2620395233,0.2635006696,-83.9633282892,8.4000000000,-0.3441095693,8.4000000000,42.8191000000,33.7103654239,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509174237741VCMCT7021T0,'20220509174344,'2022-05-09 17:43:57:042,VCMCT7021T02,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1X1985Z4,17cc15170871,0x5240f961dd146507,AS1C064034CDA531C034044050,AJ8C0723639NB131B622,DNB21523055170C01A,0,0.0000000000,350,5.6971375121,5.9220628896,-0.0332842425,1.2700327652,80.0888684364,77.9112207093,77.7834772454,9.0000000000,0.0894280265,0.1227150372,0.1518430221,53.9174947777,8.4000000000,-0.3115756208,8.4000000000,41.9470000000,33.4119774685,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509174300246VCMCT7021T0,'20220509174407,'2022-05-09 17:44:19:142,VCMCT7021T02,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC221985ZW,17cc15170405,0x5240f961dd142401,AS1C0640239GA731B234053004,AJ8C072362F7B131B619,DNB21523053120L01A,0,0.0000000000,366,5.6992165055,5.9243093150,-0.0709991170,1.3233949354,80.0682765628,77.8899734553,77.7929525153,9.0000000000,0.0254060860,-0.2192263028,0.2206935170,-83.3895255391,8.4000000000,-0.4562023658,8.4000000000,42.6139000000,33.8043917500,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509174324800VCMCT7021T0,'20220509174429,'2022-05-09 17:44:42:142,VCMCT7021T02,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC281985ZQ,17cc15170083,0x5240f161ded77f03,AS1C0640239HA731A631055031,AJ8C072362F4B231B631,DNB21523053600G09A,0,0.0000000000,375,5.7001970846,5.9253688877,-0.1300438168,1.3249909953,80.0585672450,77.8799551341,77.7874165109,9.0000000000,0.1469771680,-0.0853624094,0.1699675408,-30.1474211340,8.4000000000,-0.2476623723,8.4000000000,42.7165000000,33.7742625225,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509174347567VCMCT7021T0,'20220509174452,'2022-05-09 17:45:05:112,VCMCT7021T02,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC291985ZP,17cc15170005,0x5240f961dcde6c05,AS1C064050L7C631A935021047,AJ8C072342BFB431B634,DNB21523053120K08A,0,0.0000000000,363,5.6916881676,5.9161749888,-0.0646812879,1.2677735403,80.1428845557,77.9669562312,77.8282001405,9.0000000000,0.0048422992,0.2130601853,0.2131152035,88.6980473274,8.4000000000,-0.3324883611,8.4000000000,42.3061000000,34.2034439377,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509174410127VCMCT7021T0,'20220509174516,'2022-05-09 17:45:28:712,VCMCT7021T02,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1H1985ZJ,17cc15170702,0x5240f961dedca607,AS1C064033AHA731A735015026,AJ8C072362F8B131B610,DNB21523055550M13A,0,0.0000000000,368,5.6984913183,5.9235257174,-0.0947325683,1.3801640909,80.0754583480,77.8973838107,77.7725967045,9.0000000000,-0.1219770480,-0.0551336920,0.1338585293,24.3229683972,8.4000000000,-0.2109774999,8.4000000000,42.2548000000,34.2302885609,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
T220509174432331VCMCT7021T0,'20220509174539,'2022-05-09 17:45:52:872,VCMCT7021T02,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRMacro_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1E1985ZM,17cc15170710,0x5240f961dcdecf07,AS1C064040K3C631A128051045,AJ8C072353DCB231B626,DNB21523055180H08A,0,0.0000000000,386,5.6925627176,5.9171198915,-0.0479551057,1.3898224842,80.1342115797,77.9580071614,77.8059269998,9.0000000000,-0.0096916975,0.0491155400,0.0500626126,-78.8375466842,8.4000000000,-0.3998119488,8.4000000000,41.4853000000,33.6466410216,alignment_15cm_DFOV_EFL / alignment_15cm_EFL / ,,1,
