GlobalTime,SiteTime,time,station,site,moduleConfig,inputParamterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,standAlone,TestSW_Rev_NVM,AFcode,alignment_560cm_EFL,alignment_560cm_PFL,alignment_560cm_distortion_min,alignment_560cm_distortion_max,alignment_560cm_DFOV_EFL,alignment_560cm_DFOV_PFL,alignment_560cm_DFOV_DOTS,alignment_test_ver,alignment_560cm_tilt_X,alignment_560cm_tilt_Y,alignment_560cm_tilt_radial,alignment_560cm_tilt_theta,offset_tilt_test_ver_,alignment_560cm_rotation,rotation_test_ver,alignment_560cm_sensor_temperature,alignment_560cm_pntc_temperature,pass_items,fail_items,result,
T220509225300475VCMCT7021T0,'20220509225452,'2022-05-09 22:54:58:764,VCMCT7021T01,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1F1985ZL,17cc15160952,0x5240ea61de79dc07,AS1C064034E2A531B631029054,AJ8C072353D7B331B638,DNB21523050350E05A,0,0.0000000000,-193,5.8059346726,5.8119603623,-0.1084259754,2.8566744990,79.0229914432,78.9646510395,77.4200798685,9.0000000000,-0.1706189804,-0.2484353973,0.3013805789,55.5198197980,8.4000000000,-0.1739631683,8.4000000000,39.0229000000,34.2456420368,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509225324229VCMCT7021T0,'20220509225515,'2022-05-09 22:55:22:144,VCMCT7021T01,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1G1985ZK,17cc15160518,0x5240ea61de7a5e05,AS1C064024FDA531B330023040,AJ8C072353D5B131B617,DNB21523055170D02A,0,0.0000000000,-180,5.8082887362,5.8143193157,-0.0798672273,2.9019457108,79.0001909475,78.9418314007,77.4693137862,9.0000000000,-0.3118213523,-0.1405930475,0.3420499674,24.2693450053,8.4000000000,-0.1590333804,8.4000000000,37.0735000000,33.2715571882,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509225347734VCMCT7021T0,'20220509225539,'2022-05-09 22:55:45:234,VCMCT7021T01,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1A1985ZR,17cc15160400,0x5240f961dcde5503,AS1C064050EMC631A132103030,AJ8C072352E2B331B619,DNB21523053120L08A,0,0.0000000000,-166,5.8078614397,5.8138911315,-0.0086235901,2.8544563476,79.0043287492,78.9459726762,77.4267739517,9.0000000000,-0.2059681901,0.1589872929,0.2601911203,-37.6645800818,8.4000000000,0.0395887460,8.4000000000,37.5865000000,33.8950109702,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509225410588VCMCT7021T0,'20220509225602,'2022-05-09 22:56:08:454,VCMCT7021T01,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2H1985ZF,17cc15170919,0x5240f961dedcd601,AS1C064024D6A531B734019046,AJ7C0722E363B131B618,DNB21523055270E02A,0,0.0000000000,-198,5.8063588435,5.8123854141,-0.1479660222,2.8752021454,79.0188822849,78.9605384310,77.4254432893,9.0000000000,-0.1698345327,0.1815296493,0.2485888092,-46.9063915898,8.4000000000,-0.1683197650,8.4000000000,39.3820000000,34.1957796390,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509225433492VCMCT7021T0,'20220509225624,'2022-05-09 22:56:32:054,VCMCT7021T01,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2E1985ZJ,17cc15160370,0x5240f961dcdea103,AS1C064050ENC631A432105043,AJ8C072352E6B331B617,DNB21523053120L03A,0,0.0000000000,-173,5.8061702867,5.8121964657,-0.0810008653,3.1086097563,79.0207088861,78.9623665659,77.3977744021,9.0000000000,-0.0045354966,-0.2469310629,0.2469727111,88.9477468581,8.4000000000,-0.3330643966,8.4000000000,37.8943000000,33.8761032486,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509225456897VCMCT7021T0,'20220509225648,'2022-05-09 22:56:54:274,VCMCT7021T01,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1X1985Z4,17cc15170871,0x5240f961dd146507,AS1C064034CDA531C034044050,AJ8C0723639NB131B622,DNB21523055170C01A,0,0.0000000000,-195,5.8064881381,5.8125149772,-0.0148522485,2.8889820971,79.0176298138,78.9592849084,77.4336114765,9.0000000000,-0.0760757312,0.1019314876,0.1271908826,-53.2644940847,8.4000000000,-0.1054654481,8.4000000000,37.8943000000,34.2072770188,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509225519701VCMCT7021T0,'20220509225711,'2022-05-09 22:57:17:284,VCMCT7021T01,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC221985ZW,17cc15170405,0x5240f961dd142401,AS1C0640239GA731B234053004,AJ8C072362F7B131B619,DNB21523053120L01A,0,0.0000000000,-181,5.8097046996,5.8157382213,-0.0386997146,2.7629743431,78.9864818056,78.9281107493,77.4330925990,9.0000000000,-0.1283789785,-0.0742114148,0.1482850611,30.0306830089,8.4000000000,-0.3812048848,8.4000000000,38.8690000000,33.7253844664,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509225543257VCMCT7021T0,'20220509225734,'2022-05-09 22:57:40:694,VCMCT7021T01,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC281985ZQ,17cc15170083,0x5240f161ded77f03,AS1C0640239HA731A631055031,AJ8C072362F4B231B631,DNB21523053600G09A,0,0.0000000000,-174,5.8059766390,5.8120024158,-0.0141956199,2.7398146461,79.0225848781,78.9642441330,77.4670860864,9.0000000000,-0.0561916213,0.0561916213,0.0794669274,-45.0000000000,8.4000000000,-0.0555984961,8.4000000000,38.6638000000,33.5420573583,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509225606061VCMCT7021T0,'20220509225757,'2022-05-09 22:58:04:204,VCMCT7021T01,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC291985ZP,17cc15170005,0x5240f961dcde6c05,AS1C064050L7C631A935021047,AJ8C072342BFB431B634,DNB21523053120K08A,0,0.0000000000,-173,5.8034871330,5.8095077407,-0.0403634293,3.1136200823,79.0467089817,78.9883884926,77.4401062167,9.0000000000,-0.0420352069,0.2831023329,0.2862059258,-81.5544586033,8.4000000000,-0.1480769009,8.4000000000,38.3047000000,34.1613210044,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509225629216VCMCT7021T0,'20220509225821,'2022-05-09 22:58:27:064,VCMCT7021T01,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1H1985ZJ,17cc15170702,0x5240f961dedca607,AS1C064033AHA731A735015026,AJ8C072362F8B131B610,DNB21523055550M13A,0,0.0000000000,-172,5.8101434212,5.8161778547,-0.1132687737,2.9364622111,78.9822349767,78.9238603552,77.4147894820,9.0000000000,-0.3494379912,-0.0296424630,0.3506929451,4.8486740715,8.4000000000,-0.0574572138,8.4000000000,38.6125000000,33.7629739766,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509225652320VCMCT7021T0,'20220509225844,'2022-05-09 22:58:50:404,VCMCT7021T01,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1E1985ZM,17cc15170710,0x5240f961dcdecf07,AS1C064040K3C631A128051045,AJ8C072353DCB231B626,DNB21523055180H08A,0,0.0000000000,-167,5.8056687154,5.8116938527,-0.0389803376,2.7770579986,79.0255680883,78.9672298480,77.4244487460,9.0000000000,-0.0923862529,0.1930782291,0.2140427365,-64.4293559430,8.4000000000,-0.3453011181,8.4000000000,38.0482000000,34.3418276739,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509225715525VCMCT7021T0,'20220509225907,'2022-05-09 22:59:13:654,VCMCT7021T01,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1B1985ZQ,17cc15160488,0x5240ea61de795201,AS1C064014D2A531B833018101,AJ8C072343A8B331B625,DNB21523055170A09A,0,0.0000000000,-193,5.8062498414,5.8122761856,-0.0846685575,2.8965057022,79.0199382092,78.9615952419,77.4230942375,9.0000000000,-0.3121579811,0.0951021344,0.3263229431,-16.9437523018,8.4000000000,-0.0145881779,8.4000000000,37.9969000000,34.1421989974,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509225737680VCMCT7021T0,'20220509225930,'2022-05-09 22:59:37:044,VCMCT7021T01,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1T1985Z8,17cc15170070,0x5240f161ded78403,AS1C064060JJC631A934007053,AJ8C0723639BB431B638,DNB21523055180G13A,0,0.0000000000,-170,5.8031431952,5.8091630890,-0.0358523063,3.1500100306,79.0500428160,78.9917251263,77.4562519866,9.0000000000,0.1194969355,-0.1784887749,0.2147965912,-56.1980267970,8.4000000000,-0.0690948795,8.4000000000,38.4586000000,33.5234304632,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
GlobalTime,SiteTime,time,station,site,moduleConfig,inputParamterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,standAlone,TestSW_Rev_NVM,AFcode,alignment_560cm_EFL,alignment_560cm_PFL,alignment_560cm_distortion_min,alignment_560cm_distortion_max,alignment_560cm_DFOV_EFL,alignment_560cm_DFOV_PFL,alignment_560cm_DFOV_DOTS,alignment_test_ver,alignment_560cm_tilt_X,alignment_560cm_tilt_Y,alignment_560cm_tilt_radial,alignment_560cm_tilt_theta,offset_tilt_test_ver_,alignment_560cm_rotation,rotation_test_ver,alignment_560cm_sensor_temperature,alignment_560cm_pntc_temperature,pass_items,fail_items,result,
T220509170715369VCMCT7021T0,'20220509170912,'2022-05-09 17:09:18:895,VCMCT7021T01,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2E1985ZJ,17cc15160370,0x5240f961dcdea103,AS1C064050ENC631A432105043,AJ8C072352E6B331B617,DNB21523053120L03A,0,0.0000000000,-177,5.8029432657,5.8089627445,-0.1594009030,3.1221565353,79.0519808678,78.9936648055,77.4214323840,9.0000000000,-0.0091998069,-0.2436230507,0.2437966883,87.8374107018,8.4000000000,-0.3051928119,8.4000000000,34.6624000000,31.8007543198,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509170732611VCMCT7021T0,'20220509170937,'2022-05-09 17:09:43:425,VCMCT7021T01,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1X1985Z4,17cc15170871,0x5240f961dd146507,AS1C064034CDA531C034044050,AJ8C0723639NB131B622,DNB21523055170C01A,0,0.0000000000,-198,5.8038222691,5.8098435726,-0.0697799563,2.8910369790,79.0434606886,78.9851374719,77.4562558538,9.0000000000,-0.0704126567,0.0902424449,0.1144623287,-52.0364831520,8.4000000000,-0.1529271500,8.4000000000,34.4572000000,30.9081391455,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509170751965VCMCT7021T0,'20220509171002,'2022-05-09 17:10:08:795,VCMCT7021T01,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC221985ZW,17cc15170405,0x5240f961dd142401,AS1C0640239GA731B234053004,AJ8C072362F7B131B619,DNB21523053120L01A,0,0.0000000000,-184,5.8049039180,5.8109274672,-0.0332957252,2.7873736349,79.0329783749,78.9746463566,77.4599911269,9.0000000000,-0.1221853578,-0.0782517509,0.1450950070,32.6368881504,8.4000000000,-0.2798658016,8.4000000000,36.5092000000,31.4845968466,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509170814420VCMCT7021T0,'20220509171028,'2022-05-09 17:10:34:825,VCMCT7021T01,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC281985ZQ,17cc15170083,0x5240f161ded77f03,AS1C0640239HA731A631055031,AJ8C072362F4B231B631,DNB21523053600G09A,0,0.0000000000,-177,5.8004590371,5.8064733605,-0.0178511753,2.7759788234,79.0760687965,79.0177729619,77.4931842207,9.0000000000,-0.0494275405,0.0630627142,0.0801248010,-51.9112271190,8.4000000000,-0.4406456190,8.4000000000,36.6631000000,31.4130285533,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509170836524VCMCT7021T0,'20220509171053,'2022-05-09 17:10:59:525,VCMCT7021T01,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC291985ZP,17cc15170005,0x5240f961dcde6c05,AS1C064050L7C631A935021047,AJ8C072342BFB431B634,DNB21523053120K08A,0,0.0000000000,-177,5.7979028216,5.8039118425,-0.0469873029,3.1348243840,79.1008675491,79.0425925407,77.4738775409,9.0000000000,-0.0323978579,0.2813475869,0.2832067303,-83.4312358782,8.4000000000,-0.1299968505,8.4000000000,36.1501000000,31.7661807533,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509170916238VCMCT7021T0,'20220509171116,'2022-05-09 17:11:21:875,VCMCT7021T01,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1H1985ZJ,17cc15170702,0x5240f961dedca607,AS1C064033AHA731A735015026,AJ8C072362F8B131B610,DNB21523055550M13A,0,0.0000000000,-176,5.8050734631,5.8110973644,-0.0660736650,2.9761433466,79.0313355157,78.9730021179,77.4356113133,9.0000000000,-0.3488958516,-0.0269558416,0.3499355608,4.4178656863,8.4000000000,0.0578272850,8.4000000000,37.3813000000,32.8444049608,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509170941743VCMCT7021T0,'20220509171139,'2022-05-09 17:11:45:885,VCMCT7021T01,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1E1985ZM,17cc15170710,0x5240f961dcdecf07,AS1C064040K3C631A128051045,AJ8C072353DCB231B626,DNB21523055180H08A,0,0.0000000000,-171,5.8009576006,5.8069729585,-0.0423651302,2.8293913840,79.0712335704,79.0129336754,77.4469170151,9.0000000000,-0.0877650745,0.1930153317,0.2120318609,-65.5485251016,8.4000000000,-0.4628753654,8.4000000000,36.3040000000,33.0953744613,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509171007047VCMCT7021T0,'20220509171202,'2022-05-09 17:12:08:575,VCMCT7021T01,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1B1985ZQ,17cc15160488,0x5240ea61de795201,AS1C064014D2A531B833018101,AJ8C072343A8B331B625,DNB21523055170A09A,0,0.0000000000,-199,5.8005294163,5.8065438857,-0.0358959228,2.9143419395,79.0753862076,79.0170897997,77.4606584806,9.0000000000,-0.3105828210,0.0999900551,0.3262810263,-17.8454677427,8.4000000000,0.0444842407,8.4000000000,36.2527000000,32.6355025984,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509171032052VCMCT7021T0,'20220509171227,'2022-05-09 17:12:33:465,VCMCT7021T01,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1T1985Z8,17cc15170070,0x5240f161ded78403,AS1C064060JJC631A934007053,AJ8C0723639BB431B638,DNB21523055180G13A,0,0.0000000000,-174,5.7976088524,5.8036172636,-0.0670463147,3.1975880551,79.1037202824,79.0454476699,77.4772688367,9.0000000000,0.1289157106,-0.1809250597,0.2221551637,-54.5287846690,8.4000000000,-0.0822462991,8.4000000000,37.7917000000,32.4604562617,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509171057756VCMCT7021T0,'20220509171249,'2022-05-09 17:12:56:775,VCMCT7021T01,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1N1985ZD,17cc15160666,0x5240f961dcde1d05,AS1C064060KPC631A831060046,AJ8C072352HMB431B637,DNB21523054460A06A,0,0.0000000000,-183,5.7977656921,5.8037744286,-0.1070699407,3.0060020845,79.1021982583,79.0439243676,77.4452535854,9.0000000000,-0.0336100045,0.0555074207,0.0648899434,-58.8049024121,8.4000000000,-0.0080161670,8.4000000000,35.8936000000,31.9430444620,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509171120160VCMCT7021T0,'20220509171313,'2022-05-09 17:13:19:845,VCMCT7021T01,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1M1985ZE,17cc15170846,0x5240f561da4e2007,AS1C064060JKC631A535025019,AJ8C072353DFB331B618,DNB21523055180G12A,0,0.0000000000,-177,5.8014128816,5.8074291842,-0.0629721799,2.9849720045,79.0668185435,79.0085149409,77.4539596927,9.0000000000,-0.0872507665,-0.0466928187,0.0989591271,28.1537410257,8.4000000000,-0.0403068093,8.4000000000,36.7657000000,32.1880024792,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509171143315VCMCT7021T0,'20220509171336,'2022-05-09 17:13:43:575,VCMCT7021T01,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1F1985ZL,17cc15160952,0x5240ea61de79dc07,AS1C064034E2A531B631029054,AJ8C072353D7B331B638,DNB21523050350E05A,0,0.0000000000,-199,5.8019595848,5.8079770220,-0.0927965525,2.9844614217,79.0615175059,79.0032094518,77.4523077926,9.0000000000,-0.3265239924,-0.2003259421,0.3830752706,31.5293860403,8.4000000000,-0.1727909817,8.4000000000,36.7657000000,31.9813680246,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509171231239VCMCT7021T0,'20220509171422,'2022-05-09 17:14:28:645,VCMCT7021T01,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1A1985ZR,17cc15160400,0x5240f961dcde5503,AS1C064050EMC631A132103030,AJ8C072352E2B331B619,DNB21523053120L08A,0,0.0000000000,-170,5.8008639074,5.8068790708,-0.0674812777,2.9679626575,79.0721421995,79.0138430674,77.4609819018,9.0000000000,-0.3089419691,0.0641302292,0.3155276012,-11.7268194318,8.4000000000,0.1597578324,8.4000000000,36.2527000000,32.4142342847,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509171253894VCMCT7021T0,'20220509171445,'2022-05-09 17:14:52:175,VCMCT7021T01,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2H1985ZF,17cc15170919,0x5240f961dedcd601,AS1C064024D6A531B734019046,AJ7C0722E363B131B618,DNB21523055270E02A,0,0.0000000000,-203,5.8018309651,5.8078481353,-0.0116742707,2.8068747496,79.0627645976,79.0044575907,77.4488170990,9.0000000000,-0.1064654802,0.2327568527,0.2559499982,-65.4202295975,8.4000000000,-0.2116554729,8.4000000000,38.4073000000,33.2421015438,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509171317998VCMCT7021T0,'20220509171508,'2022-05-09 17:15:15:835,VCMCT7021T01,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2E1985ZJ,17cc15160370,0x5240f961dcdea103,AS1C064050ENC631A432105043,AJ8C072352E6B331B617,DNB21523053120L03A,0,0.0000000000,-176,5.8044799940,5.8105026630,-0.0507131471,2.9805878620,79.0370863673,78.9787577983,77.4112209178,9.0000000000,-0.1686179420,-0.1562965744,0.2299137826,42.8282656312,8.4000000000,-0.2279995460,8.4000000000,37.2274000000,33.4008611367,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509171340554VCMCT7021T0,'20220509171531,'2022-05-09 17:15:37:776,VCMCT7021T01,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1X1985Z4,17cc15170871,0x5240f961dd146507,AS1C064034CDA531C034044050,AJ8C0723639NB131B622,DNB21523055170C01A,0,0.0000000000,-197,5.8043872852,5.8104097617,-0.0643368625,2.9272309760,79.0379847998,78.9796569852,77.4377280534,9.0000000000,0.0778121029,0.1471844819,0.1664870619,62.1359474113,8.4000000000,-0.1888923470,8.4000000000,36.3040000000,32.7685527256,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509171404359VCMCT7021T0,'20220509171554,'2022-05-09 17:16:00:376,VCMCT7021T01,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC221985ZW,17cc15170405,0x5240f961dd142401,AS1C0640239GA731B234053004,AJ8C072362F7B131B619,DNB21523053120L01A,0,0.0000000000,-184,5.8074005570,5.8134292914,-0.1303144119,2.9227612384,79.0087921949,78.9504398694,77.4469818663,9.0000000000,-0.1563570883,-0.2126183207,0.2639197614,53.6697182793,8.4000000000,-0.2955052043,8.4000000000,37.7404000000,32.5496020883,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509171426813VCMCT7021T0,'20220509171617,'2022-05-09 17:16:24:726,VCMCT7021T01,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC281985ZQ,17cc15170083,0x5240f161ded77f03,AS1C0640239HA731A631055031,AJ8C072362F4B231B631,DNB21523053600G09A,0,0.0000000000,-175,5.8035266253,5.8095473150,-0.0398582132,2.7930523454,79.0463261929,78.9880053824,77.4834524175,9.0000000000,0.0045375648,0.0596605522,0.0598328585,85.6506662653,8.4000000000,-0.2059176476,8.4000000000,37.5352000000,32.5889340482,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
T220509171449572VCMCT7021T0,'20220509171641,'2022-05-09 17:16:47:856,VCMCT7021T01,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_SFRInfinity_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC291985ZP,17cc15170005,0x5240f961dcde6c05,AS1C064050L7C631A935021047,AJ8C072342BFB431B634,DNB21523053120K08A,0,0.0000000000,-175,5.8017400673,5.8077570489,-0.0113154482,2.9231827729,79.0636459578,79.0053396910,77.4545326248,9.0000000000,-0.1950406433,0.3297936285,0.3831488086,-59.4000213068,8.4000000000,-0.0893094877,8.4000000000,36.2527000000,32.2655229624,alignment_560cm_DFOV_EFL / alignment_560cm_EFL / alignment_560cm_rotation / alignment_560cm_tilt_X / alignment_560cm_tilt_Y / ,,1,
