GlobalTime,SiteTime,time,station,site,moduleConfig,inputParamterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,standAlone,TestSW_Rev_NVM,oc_x,oc_y,oc_xShift,oc_yShift,oc_rShift,OC_ROI_CENTER_MEAN,OC_ROI_TOP_MEAN,OC_ROI_BOTTOM_MEAN,OC_ROI_LFET_MEAN,OC_ROI_RIGHT_MEAN,oc_threshold,OC_ROI_CENTER,OC_ROI_TOP,OC_ROI_BOTTOM,OC_ROI_LFET,OC_ROI_RIGHT,test_ver,pass_items,fail_items,result,
T220509202923107VCMCT8271T0,'20220509203202,'2022-05-09 20:32:15:676,VCMCT8271T02,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC261985ZS,17cc15170435,0x5240f961dcde7401,AS1C064033AFA731A337125054,AJ8C072342BCB331B627,DNB21523053120M09A,0,0.0000000000,2115.9684821396,1514.3830232154,3.4684821396,-1.8830232154,3.9466624865,731.1301000000,386.9456000000,386.1658000000,385.8316000000,383.8438000000,558.4134000000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509202946211VCMCT8271T0,'20220509203225,'2022-05-09 20:32:38:216,VCMCT8271T02,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC2B1985ZM,17cc15170232,0x5240f961dedaa205,AS1C0640338JA731A932037100,AJ8C072352J2B331B626,DNB21523053600G14A,0,0.0000000000,2114.6563227117,1518.3244083323,2.1563227117,-5.8244083323,6.2107535821,727.3233000000,384.1011000000,386.0145000000,383.0223000000,384.6399000000,555.8838750000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203009765VCMCT8271T0,'20220509203248,'2022-05-09 20:33:02:206,VCMCT8271T02,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC2C1985ZL,17cc15160576,0x5240ea61de7a1407,AS1C064014BBA531B031009025,AJ8C072363A3B431B626,DNB21523054780B01A,0,0.0000000000,2113.9755824869,1517.4323394631,1.4755824869,-4.9323394631,5.1483314050,733.8851000000,391.1030000000,389.5428000000,385.7792000000,386.0075000000,560.9966125000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203032020VCMCT8271T0,'20220509203312,'2022-05-09 20:33:25:676,VCMCT8271T02,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC2F1985ZH,17cc15170260,0x5240f961dcde2f03,AS1C064032JGA731B035020039,AJ8C072362B6B231B633,DNB21523054510J12A,0,0.0000000000,2111.9583842967,1512.7925501724,-0.5416157033,-0.2925501724,0.6155754816,734.6150000000,388.6558000000,388.9107000000,387.3553000000,384.6987000000,561.0100625000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203054927VCMCT8271T0,'20220509203335,'2022-05-09 20:33:47:076,VCMCT8271T02,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC2G1985ZG,17cc15160145,0x5240f961dcde5501,AS1C064050ELC631B628002030,AJ8C072342BHB231B626,DNB21523053120L02A,0,0.0000000000,2110.9070792218,1512.6170165917,-1.5929207782,-0.1170165917,1.5972130379,749.5371000000,397.8736000000,394.8254000000,395.1194000000,395.4576000000,572.6780500000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203118138VCMCT8271T0,'20220509203358,'2022-05-09 20:34:10:556,VCMCT8271T02,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC1U1985Z7,17cc15170462,0x5240f961dedcf901,AS1C064024D5A531B233128040,AJ7C0722E360B431B627,DNB21523055270E05A,0,0.0000000000,2115.4171442831,1517.2159351613,2.9171442831,-4.7159351613,5.5452479850,746.2416000000,396.5491000000,398.3773000000,395.5980000000,395.6311000000,571.3902375000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203141361VCMCT8271T0,'20220509203422,'2022-05-09 20:34:34:136,VCMCT8271T02,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC171985ZU,17cc15170902,0x5240f961dcde6707,AS1C064034BBA531B536035025,AJ7C0722E35NB231B619,DNB21523054510A08A,0,0.0000000000,2114.2879766899,1519.1052609350,1.7879766899,-6.6052609350,6.8429768860,746.8461000000,394.2529000000,396.5628000000,392.0624000000,392.9746000000,570.4046375000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203203416VCMCT8271T0,'20220509203445,'2022-05-09 20:34:56:996,VCMCT8271T02,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC121985ZZ,17cc15160543,0x5240ea61de7a1c01,AS1C064014BMA531B532044018,AJ7C0722E36NB131B625,DNB21523055270E09A,0,0.0000000000,2116.7499314608,1516.0788998338,4.2499314608,-3.5788998338,5.5561174791,729.3392000000,386.4876000000,388.5554000000,383.0289000000,384.6855000000,557.5142750000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203226283VCMCT8271T0,'20220509203508,'2022-05-09 20:35:21:026,VCMCT8271T02,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC1W1985Z5,17cc15170211,0x5240f961dcde7403,AS1C064050H5C631A332035021,AJ8C072362BKB231B628,DNB21523054510L08A,0,0.0000000000,2112.6388340895,1510.5040098944,0.1388340895,1.9959901056,2.0008126864,734.6453000000,391.5735000000,386.7623000000,387.2461000000,387.4754000000,561.4548125000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203249392VCMCT8271T0,'20220509203531,'2022-05-09 20:35:44:246,VCMCT8271T02,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC1V1985Z6,17cc15170282,0x5240f961dcdecb01,AS1C064040F0C631B131017008,AJ8C072363AAB131B632,DNB21523054780A05A,0,0.0000000000,2112.1925588539,1516.5824179816,-0.3074411461,-4.0824179816,4.0939780941,734.5235000000,387.8449000000,389.3016000000,387.2183000000,385.4464000000,560.9881500000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203312597VCMCT8271T0,'20220509203556,'2022-05-09 20:36:09:727,VCMCT8271T02,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC1Q1985ZB,17cc15170106,0x5240f961dcde4e01,AS1C0640239FA731A633016027,AJ8C072352J9B231B613,DNB21523053600D11A,0,0.0000000000,2119.6723039086,1516.0973897581,7.1723039086,-3.5973897581,8.0239115417,734.0939000000,388.2538000000,386.9828000000,386.5809000000,387.3441000000,560.6921500000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203335751VCMCT8271T0,'20220509203619,'2022-05-09 20:36:33:307,VCMCT8271T02,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC1R1985ZA,17cc15170371,0x5240f961dcdea101,AS1C064034BJA531B032034007,AJ7C0722E35PB131B612,DNB21523054510A11A,0,0.0000000000,2114.4697538108,1518.5844403186,1.9697538108,-6.0844403186,6.3953376819,732.4192000000,386.8107000000,388.8870000000,386.4115000000,383.5744000000,559.4200500000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203359255VCMCT8271T0,'20220509203643,'2022-05-09 20:36:55:367,VCMCT8271T02,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC1K1985ZG,17cc15170379,0x5240f961dedcae03,AS1C064023BEA731B133018026,AJ8C072342B7B431B626,DNB21523054510J05A,0,0.0000000000,2112.3779401078,1517.2353293606,-0.1220598922,-4.7353293606,4.7369022336,717.8373000000,380.7373000000,382.3943000000,379.0452000000,378.8237000000,549.0437125000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203422610VCMCT8271T0,'20220509203706,'2022-05-09 20:37:18:857,VCMCT8271T02,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC1J1985ZH,17cc15170089,0x5240f961dcde5207,AS1C064060KMC631A729023038,AJ8C072352E4B131B631,DNB21523053120K09A,0,0.0000000000,2117.7164147642,1511.8324651695,5.2164147642,0.6675348305,5.2589529131,736.1002000000,390.8106000000,387.3288000000,386.6142000000,387.8963000000,562.1313375000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203446482VCMCT8271T0,'20220509203728,'2022-05-09 20:37:40:797,VCMCT8271T02,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC1L1985ZF,17cc15170538,0x5240f961dcde6403,AS1C064040L0C631A837037035,AJ8C072362BJB331B621,DNB21523055220I10A,0,0.0000000000,2113.5076948690,1513.1959909326,1.0076948690,-0.6959909326,1.2246845827,724.5955000000,383.9432000000,381.1960000000,378.4971000000,381.7805000000,552.9748500000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203508991VCMCT8271T0,'20220509203751,'2022-05-09 20:38:04:387,VCMCT8271T02,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC261985ZS,17cc15170435,0x5240f961dcde7401,AS1C064033AFA731A337125054,AJ8C072342BCB331B627,DNB21523053120M09A,0,0.0000000000,2115.3837451183,1516.5016415800,2.8837451183,-4.0016415800,4.9324559038,727.1225000000,383.9444000000,384.5265000000,383.8883000000,381.3278000000,555.2721250000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203532196VCMCT8271T0,'20220509203814,'2022-05-09 20:38:26:747,VCMCT8271T02,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC2B1985ZM,17cc15170232,0x5240f961dedaa205,AS1C0640338JA731A932037100,AJ8C072352J2B331B626,DNB21523053600G14A,0,0.0000000000,2115.9612974646,1517.3008254158,3.4612974646,-4.8008254158,5.9184883891,726.9447000000,384.0962000000,385.1929000000,382.1518000000,385.0058000000,555.5281875000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203557562VCMCT8271T0,'20220509203837,'2022-05-09 20:38:50:217,VCMCT8271T02,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC2C1985ZL,17cc15160576,0x5240ea61de7a1407,AS1C064014BBA531B031009025,AJ8C072363A3B431B626,DNB21523054780B01A,0,0.0000000000,2113.5389335043,1516.1711878992,1.0389335043,-3.6711878992,3.8153641264,734.2822000000,392.6019000000,390.1011000000,386.8813000000,386.7325000000,561.6807000000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203620568VCMCT8271T0,'20220509203901,'2022-05-09 20:39:13:617,VCMCT8271T02,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC2F1985ZH,17cc15170260,0x5240f961dcde2f03,AS1C064032JGA731B035020039,AJ8C072362B6B231B633,DNB21523054510J12A,0,0.0000000000,2112.2565682218,1513.2781616549,-0.2434317782,-0.7781616549,0.8153493679,734.0652000000,387.8933000000,388.5849000000,386.8259000000,383.9557000000,560.4400750000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203643972VCMCT8271T0,'20220509203925,'2022-05-09 20:39:38:127,VCMCT8271T02,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC2G1985ZG,17cc15160145,0x5240f961dcde5501,AS1C064050ELC631B628002030,AJ8C072342BHB231B626,DNB21523053120L02A,0,0.0000000000,2111.6553357758,1513.8486928901,-0.8446642242,-1.3486928901,1.5913611040,725.7133000000,385.3009000000,382.7266000000,382.6243000000,383.2561000000,554.5951375000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203707126VCMCT8271T0,'20220509203948,'2022-05-09 20:40:02:237,VCMCT8271T02,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC1U1985Z7,17cc15170462,0x5240f961dedcf901,AS1C064024D5A531B233128040,AJ7C0722E360B431B627,DNB21523055270E05A,0,0.0000000000,2114.6313964184,1515.3425216611,2.1313964184,-2.8425216611,3.5528552020,719.3092000000,382.2261000000,383.4518000000,381.1654000000,380.7956000000,550.6094625000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203729980VCMCT8271T0,'20220509204011,'2022-05-09 20:40:24:807,VCMCT8271T02,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC171985ZU,17cc15170902,0x5240f961dcde6707,AS1C064034BBA531B536035025,AJ7C0722E35NB231B619,DNB21523054510A08A,0,0.0000000000,2114.7038803356,1518.6136940821,2.2038803356,-6.1136940821,6.4987955701,722.3426000000,381.7348000000,383.5823000000,379.3818000000,380.3014000000,551.7963375000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203752998VCMCT8271T0,'20220509204034,'2022-05-09 20:40:47:297,VCMCT8271T02,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC121985ZZ,17cc15160543,0x5240ea61de7a1c01,AS1C064014BMA531B532044018,AJ7C0722E36NB131B625,DNB21523055270E09A,0,0.0000000000,2116.0815177607,1516.3940725886,3.5815177607,-3.8940725886,5.2906588243,734.4560000000,388.5595000000,390.8437000000,385.2707000000,386.5202000000,561.1272625000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203815152VCMCT8271T0,'20220509204057,'2022-05-09 20:41:10:007,VCMCT8271T02,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC1W1985Z5,17cc15170211,0x5240f961dcde7403,AS1C064050H5C631A332035021,AJ8C072362BKB231B628,DNB21523054510L08A,0,0.0000000000,2111.9633109802,1512.2572558250,-0.5366890198,0.2427441750,0.5890329689,734.6678000000,390.7805000000,387.2541000000,387.3751000000,387.1082000000,561.3986375000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203838056VCMCT8271T0,'20220509204120,'2022-05-09 20:41:33:057,VCMCT8271T02,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC1V1985Z6,17cc15170282,0x5240f961dcdecb01,AS1C064040F0C631B131017008,AJ8C072363AAB131B632,DNB21523054780A05A,0,0.0000000000,2112.6366037312,1515.8490911570,0.1366037312,-3.3490911570,3.3518759161,738.2331000000,389.9650000000,390.7978000000,388.5663000000,387.9186000000,563.7725125000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203901611VCMCT8271T0,'20220509204144,'2022-05-09 20:41:57:557,VCMCT8271T02,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC1Q1985ZB,17cc15170106,0x5240f961dcde4e01,AS1C0640239FA731A633016027,AJ8C072352J9B231B613,DNB21523053600D11A,0,0.0000000000,2119.2635375039,1514.7039904270,6.7635375039,-2.2039904270,7.1135795046,737.4035000000,391.1819000000,388.9621000000,389.0773000000,389.5451000000,563.5475500000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203925723VCMCT8271T0,'20220509204208,'2022-05-09 20:42:20:597,VCMCT8271T02,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC1R1985ZA,17cc15170371,0x5240f961dcdea101,AS1C064034BJA531B032034007,AJ7C0722E35PB131B612,DNB21523054510A11A,0,0.0000000000,2115.5259177166,1518.5406247330,3.0259177166,-6.0406247330,6.7561324138,736.1587000000,388.3567000000,390.8403000000,388.1189000000,385.1963000000,562.1433750000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509203949178VCMCT8271T0,'20220509204300,'2022-05-09 20:43:13:277,VCMCT8271T02,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC1K1985ZG,17cc15170379,0x5240f961dedcae03,AS1C064023BEA731B133018026,AJ8C072342B7B431B626,DNB21523054510J05A,0,0.0000000000,2111.6331093046,1518.8060025815,-0.8668906954,-6.3060025815,6.3653097360,721.8715000000,383.3916000000,385.4019000000,381.7856000000,381.5944000000,552.4574375000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509204012683VCMCT8271T0,'20220509204324,'2022-05-09 20:43:36:577,VCMCT8271T02,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC1J1985ZH,17cc15170089,0x5240f961dcde5207,AS1C064060KMC631A729023038,AJ8C072352E4B131B631,DNB21523053120K09A,0,0.0000000000,2117.0805722919,1510.5384275749,4.5805722919,1.9615724251,4.9829116890,736.9026000000,391.4916000000,387.4913000000,387.1916000000,388.0805000000,562.7331750000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509204035437VCMCT8271T0,'20220509204347,'2022-05-09 20:43:59:787,VCMCT8271T02,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC1L1985ZF,17cc15170538,0x5240f961dcde6403,AS1C064040L0C631A837037035,AJ8C072362BJB331B621,DNB21523055220I10A,0,0.0000000000,2114.5806486217,1512.8531266502,2.0806486217,-0.3531266502,2.1104021224,728.2092000000,386.4536000000,383.3820000000,380.6775000000,384.2033000000,555.9441500000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509204058646VCMCT8271T0,'20220509204411,'2022-05-09 20:44:23:617,VCMCT8271T02,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC261985ZS,17cc15170435,0x5240f961dcde7401,AS1C064033AFA731A337125054,AJ8C072342BCB331B627,DNB21523053120M09A,0,0.0000000000,2114.5693694970,1516.4609303682,2.0693694970,-3.9609303682,4.4689215139,725.8640000000,382.7423000000,383.3910000000,382.8183000000,379.8611000000,554.0335875000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509204121362VCMCT8271T0,'20220509204435,'2022-05-09 20:44:47:427,VCMCT8271T02,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC2B1985ZM,17cc15170232,0x5240f961dedaa205,AS1C0640338JA731A932037100,AJ8C072352J2B331B626,DNB21523053600G14A,0,0.0000000000,2115.4096652375,1519.3244386049,2.9096652375,-6.8244386049,7.4188350882,726.7062000000,383.0385000000,385.6284000000,382.2178000000,384.5114000000,555.2776125000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509204145316VCMCT8271T0,'20220509204458,'2022-05-09 20:45:11:767,VCMCT8271T02,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC2C1985ZL,17cc15160576,0x5240ea61de7a1407,AS1C064014BBA531B031009025,AJ8C072363A3B431B626,DNB21523054780B01A,0,0.0000000000,2113.9952589013,1514.9881141354,1.4952589013,-2.4881141354,2.9028453511,734.4515000000,392.9199000000,389.6092000000,386.3848000000,387.4022000000,561.7652625000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509204208920VCMCT8271T0,'20220509204521,'2022-05-09 20:45:34:757,VCMCT8271T02,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC2F1985ZH,17cc15170260,0x5240f961dcde2f03,AS1C064032JGA731B035020039,AJ8C072362B6B231B633,DNB21523054510J12A,0,0.0000000000,2112.0093475356,1511.8059846604,-0.4906524644,0.6940153396,0.8499394875,734.4607000000,389.3854000000,389.2270000000,387.8506000000,384.8581000000,561.1454875000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509204304636VCMCT8271T0,'20220509204545,'2022-05-09 20:45:59:707,VCMCT8271T02,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC2G1985ZG,17cc15160145,0x5240f961dcde5501,AS1C064050ELC631B628002030,AJ8C072342BHB231B626,DNB21523053120L02A,0,0.0000000000,2112.0475343465,1513.9428083440,-0.4524656535,-1.4428083440,1.5120916259,727.4650000000,385.6063000000,383.4932000000,383.1105000000,383.7970000000,555.7333750000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220509204325190VCMCT8271T0,'20220509204607,'2022-05-09 20:46:21:877,VCMCT8271T02,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR465,GCF2174HC1U1985Z7,17cc15170462,0x5240f961dedcf901,AS1C064024D5A531B233128040,AJ7C0722E360B431B627,DNB21523055270E05A,0,0.0000000000,2114.8832421275,1517.6653315182,2.3832421275,-5.1653315182,5.6886283699,721.7430000000,383.4255000000,385.3092000000,382.5103000000,382.3502000000,552.5709000000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
