GlobalTime,SiteTime,time,station,site,moduleConfig,inputParamterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,standAlone,TestSW_Rev_NVM,oc_x,oc_y,oc_xShift,oc_yShift,oc_rShift,OC_ROI_CENTER_MEAN,OC_ROI_TOP_MEAN,OC_ROI_BOTTOM_MEAN,OC_ROI_LFET_MEAN,OC_ROI_RIGHT_MEAN,oc_threshold,OC_ROI_CENTER,OC_ROI_TOP,OC_ROI_BOTTOM,OC_ROI_LFET,OC_ROI_RIGHT,test_ver,pass_items,fail_items,result,
T220510015731761VCMCT7021T0,'20220510020009,'2022-05-10 02:00:22:204,VCMCT7021T02,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1E1985ZM,17cc15170710,0x5240f961dcdecf07,AS1C064040K3C631A128051045,AJ8C072353DCB231B626,DNB21523055180H08A,0,0.0000000000,2112.5209472271,1515.4739675937,0.0209472271,-2.9739675937,2.9740413640,741.4353000000,390.1149000000,392.2551000000,392.4738000000,390.4733000000,566.3822875000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510015753715VCMCT7021T0,'20220510020033,'2022-05-10 02:00:45:244,VCMCT7021T02,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1B1985ZQ,17cc15160488,0x5240ea61de795201,AS1C064014D2A531B833018101,AJ8C072343A8B331B625,DNB21523055170A09A,0,0.0000000000,2108.3100327158,1509.0456533020,-4.1899672842,3.4543466980,5.4303164689,716.8329000000,380.9019000000,380.4152000000,379.6488000000,377.2969000000,548.1993000000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510015816871VCMCT7021T0,'20220510020056,'2022-05-10 02:01:08:284,VCMCT7021T02,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1T1985Z8,17cc15170070,0x5240f161ded78403,AS1C064060JJC631A934007053,AJ8C0723639BB431B638,DNB21523055180G13A,0,0.0000000000,2114.8497696371,1515.0939405777,2.3497696371,-2.5939405777,3.4999921526,724.0685000000,384.2974000000,383.6541000000,383.3685000000,384.3227000000,553.9895875000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510015840328VCMCT7021T0,'20220510020119,'2022-05-10 02:01:31:154,VCMCT7021T02,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1N1985ZD,17cc15160666,0x5240f961dcde1d05,AS1C064060KPC631A831060046,AJ8C072352HMB431B637,DNB21523054460A06A,0,0.0000000000,2110.9092101120,1513.2554614257,-1.5907898880,-0.7554614257,1.7610605990,717.9591000000,380.5346000000,379.4044000000,374.4321000000,377.9575000000,548.0206250000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510015903732VCMCT7021T0,'20220510020141,'2022-05-10 02:01:54:914,VCMCT7021T02,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1M1985ZE,17cc15170846,0x5240f561da4e2007,AS1C064060JKC631A535025019,AJ8C072353DFB331B618,DNB21523055180G12A,0,0.0000000000,2107.9039745127,1513.1336797570,-4.5960254873,-0.6336797570,4.6395043178,733.4166000000,388.8231000000,390.6379000000,388.4766000000,387.3168000000,561.1151000000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510015927037VCMCT7021T0,'20220510020204,'2022-05-10 02:02:16:974,VCMCT7021T02,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1F1985ZL,17cc15160952,0x5240ea61de79dc07,AS1C064034E2A531B631029054,AJ8C072353D7B331B638,DNB21523050350E05A,0,0.0000000000,2117.0144828922,1519.8688325808,4.5144828922,-7.3688325808,8.6417735094,728.2535000000,386.1757000000,388.8378000000,384.7505000000,385.4590000000,557.2796250000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510015949992VCMCT7021T0,'20220510020227,'2022-05-10 02:02:40:274,VCMCT7021T02,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1G1985ZK,17cc15160518,0x5240ea61de7a5e05,AS1C064024FDA531B330023040,AJ8C072353D5B131B617,DNB21523055170D02A,0,0.0000000000,2111.0775025351,1513.3400065784,-1.4224974649,-0.8400065784,1.6520018431,738.6946000000,391.5228000000,393.1404000000,392.0348000000,391.5401000000,565.3770625000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020012846VCMCT7021T0,'20220510020250,'2022-05-10 02:03:03:174,VCMCT7021T02,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1A1985ZR,17cc15160400,0x5240f961dcde5503,AS1C064050EMC631A132103030,AJ8C072352E2B331B619,DNB21523053120L08A,0,0.0000000000,2111.5096479667,1506.5154086706,-0.9903520333,5.9845913294,6.0659814152,748.3311000000,396.6366000000,393.3778000000,394.0112000000,392.7193000000,571.2586625000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020035951VCMCT7021T0,'20220510020314,'2022-05-10 02:03:26:184,VCMCT7021T02,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2H1985ZF,17cc15170919,0x5240f961dedcd601,AS1C064024D6A531B734019046,AJ7C0722E363B131B618,DNB21523055270E02A,0,0.0000000000,2115.2447117409,1511.5269727131,2.7447117409,0.9730272869,2.9120825266,744.3828000000,397.4353000000,394.8919000000,393.5548000000,392.8280000000,569.5301500000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020058455VCMCT7021T0,'20220510020337,'2022-05-10 02:03:50:634,VCMCT7021T02,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2E1985ZJ,17cc15160370,0x5240f961dcdea103,AS1C064050ENC631A432105043,AJ8C072352E6B331B617,DNB21523053120L03A,0,0.0000000000,2112.1827889122,1515.6942112281,-0.3172110878,-3.1942112281,3.2099234016,734.4066000000,386.8869000000,390.3011000000,386.0006000000,387.4614000000,561.0345500000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020121959VCMCT7021T0,'20220510020400,'2022-05-10 02:04:12:604,VCMCT7021T02,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1X1985Z4,17cc15170871,0x5240f961dd146507,AS1C064034CDA531C034044050,AJ8C0723639NB131B622,DNB21523055170C01A,0,0.0000000000,2110.7884071490,1511.6884210071,-1.7115928510,0.8115789929,1.8942572554,722.3315000000,382.8766000000,382.4947000000,380.5879000000,382.2829000000,552.1960125000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020144614VCMCT7021T0,'20220510020423,'2022-05-10 02:04:35:364,VCMCT7021T02,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC221985ZW,17cc15170405,0x5240f961dd142401,AS1C0640239GA731B234053004,AJ8C072362F7B131B619,DNB21523053120L01A,0,0.0000000000,2109.6795222121,1511.7176673029,-2.8204777879,0.7823326971,2.9269676119,724.6735000000,382.1442000000,383.9719000000,382.5547000000,382.7648000000,553.7662000000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020207668VCMCT7021T0,'20220510020446,'2022-05-10 02:04:58:254,VCMCT7021T02,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC281985ZQ,17cc15170083,0x5240f161ded77f03,AS1C0640239HA731A631055031,AJ8C072362F4B231B631,DNB21523053600G09A,0,0.0000000000,2115.8433664609,1514.0831395178,3.3433664609,-1.5831395178,3.6992472241,718.0530000000,381.2210000000,379.9925000000,379.6826000000,381.6849000000,549.3491250000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020230376VCMCT7021T0,'20220510020509,'2022-05-10 02:05:21:484,VCMCT7021T02,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC291985ZP,17cc15170005,0x5240f961dcde6c05,AS1C064050L7C631A935021047,AJ8C072342BFB431B634,DNB21523053120K08A,0,0.0000000000,2102.3319184442,1513.1596754269,-10.1680815558,-0.6596754269,10.1894579932,720.7458000000,382.6779000000,381.2567000000,380.5424000000,378.8408000000,550.7876250000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020253648VCMCT7021T0,'20220510020531,'2022-05-10 02:05:43:864,VCMCT7021T02,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1H1985ZJ,17cc15170702,0x5240f961dedca607,AS1C064033AHA731A735015026,AJ8C072362F8B131B610,DNB21523055550M13A,0,0.0000000000,2112.6098564738,1513.7215243407,0.1098564738,-1.2215243407,1.2264543040,735.8865000000,389.3665000000,390.8607000000,388.9003000000,388.3342000000,562.6259625000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020317156VCMCT7021T0,'20220510020555,'2022-05-10 02:06:07:464,VCMCT7021T02,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1E1985ZM,17cc15170710,0x5240f961dcdecf07,AS1C064040K3C631A128051045,AJ8C072353DCB231B626,DNB21523055180H08A,0,0.0000000000,2113.1897981221,1514.6495374902,0.6897981221,-2.1495374902,2.2575058961,737.0182000000,387.9205000000,389.5253000000,389.5946000000,388.2485000000,562.9202125000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020340460VCMCT7021T0,'20220510020617,'2022-05-10 02:06:29:715,VCMCT7021T02,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1B1985ZQ,17cc15160488,0x5240ea61de795201,AS1C064014D2A531B833018101,AJ8C072343A8B331B625,DNB21523055170A09A,0,0.0000000000,2108.0266058257,1509.0757455717,-4.4733941743,3.4242544283,5.6335400796,725.3419000000,385.0301000000,384.7665000000,384.1254000000,381.3778000000,554.5834250000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020402516VCMCT7021T0,'20220510020641,'2022-05-10 02:06:54:075,VCMCT7021T02,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1T1985Z8,17cc15170070,0x5240f161ded78403,AS1C064060JJC631A934007053,AJ8C0723639BB431B638,DNB21523055180G13A,0,0.0000000000,2113.2785080945,1516.6821487256,0.7785080945,-4.1821487256,4.2539913982,728.3500000000,386.2953000000,386.7643000000,386.0924000000,386.3858000000,557.3672250000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020426370VCMCT7021T0,'20220510020704,'2022-05-10 02:07:16:725,VCMCT7021T02,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1N1985ZD,17cc15160666,0x5240f961dcde1d05,AS1C064060KPC631A831060046,AJ8C072352HMB431B637,DNB21523054460A06A,0,0.0000000000,2112.2097298535,1510.7765726230,-0.2902701465,1.7234273770,1.7477009703,720.4625000000,382.8594000000,380.4708000000,375.7813000000,379.9165000000,550.1097500000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020448824VCMCT7021T0,'20220510020727,'2022-05-10 02:07:39:035,VCMCT7021T02,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1M1985ZE,17cc15170846,0x5240f561da4e2007,AS1C064060JKC631A535025019,AJ8C072353DFB331B618,DNB21523055180G12A,0,0.0000000000,2108.2473314812,1512.3779525676,-4.2526685188,0.1220474324,4.2544194794,719.2937000000,381.1694000000,382.7696000000,380.8910000000,379.6548000000,550.2074500000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020511979VCMCT7021T0,'20220510020750,'2022-05-10 02:08:02:525,VCMCT7021T02,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1F1985ZL,17cc15160952,0x5240ea61de79dc07,AS1C064034E2A531B631029054,AJ8C072353D7B331B638,DNB21523050350E05A,0,0.0000000000,2116.1348607833,1519.1010151935,3.6348607833,-6.6010151935,7.5356230332,733.7763000000,389.2367000000,391.4230000000,387.5925000000,387.8022000000,561.3949500000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020534433VCMCT7021T0,'20220510020813,'2022-05-10 02:08:25:855,VCMCT7021T02,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1G1985ZK,17cc15160518,0x5240ea61de7a5e05,AS1C064024FDA531B330023040,AJ8C072353D5B131B617,DNB21523055170D02A,0,0.0000000000,2110.5047138134,1514.0779857137,-1.9952861866,-1.5779857137,2.5438564973,747.1932000000,395.4052000000,397.8408000000,396.6357000000,395.7785000000,571.8041250000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020558088VCMCT7021T0,'20220510020837,'2022-05-10 02:08:49:985,VCMCT7021T02,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1A1985ZR,17cc15160400,0x5240f961dcde5503,AS1C064050EMC631A132103030,AJ8C072352E2B331B619,DNB21523053120L08A,0,0.0000000000,2111.8110882372,1506.8359194059,-0.6889117628,5.6640805941,5.7058223240,734.5602000000,389.5799000000,386.4559000000,386.7725000000,386.2402000000,560.9111625000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020620592VCMCT7021T0,'20220510020900,'2022-05-10 02:09:12:725,VCMCT7021T02,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2H1985ZF,17cc15170919,0x5240f961dedcd601,AS1C064024D6A531B734019046,AJ7C0722E363B131B618,DNB21523055270E02A,0,0.0000000000,2117.6378427113,1508.0571661168,5.1378427113,4.4428338832,6.7923634061,741.8958000000,396.4030000000,393.0119000000,391.6546000000,391.6294000000,567.5352625000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020644050VCMCT7021T0,'20220510020923,'2022-05-10 02:09:36:295,VCMCT7021T02,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2E1985ZJ,17cc15160370,0x5240f961dcdea103,AS1C064050ENC631A432105043,AJ8C072352E6B331B617,DNB21523053120L03A,0,0.0000000000,2112.4657624068,1515.8836140396,-0.0342375932,-3.3836140396,3.3837872542,734.2104000000,386.3761000000,390.1188000000,385.8133000000,387.1898000000,560.7924500000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020706454VCMCT7021T0,'20220510020945,'2022-05-10 02:09:57:745,VCMCT7021T02,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1X1985Z4,17cc15170871,0x5240f961dd146507,AS1C064034CDA531C034044050,AJ8C0723639NB131B622,DNB21523055170C01A,0,0.0000000000,2109.5913716278,1513.0419884188,-2.9086283722,-0.5419884188,2.9586940453,717.4331000000,380.0571000000,380.8022000000,378.3796000000,379.5741000000,548.5681750000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020730008VCMCT7021T0,'20220510021008,'2022-05-10 02:10:20:445,VCMCT7021T02,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC221985ZW,17cc15170405,0x5240f961dd142401,AS1C0640239GA731B234053004,AJ8C072362F7B131B619,DNB21523053120L01A,0,0.0000000000,2110.7586311712,1510.8453587888,-1.7413688288,1.6546412112,2.4021246711,719.0558000000,379.9703000000,380.7130000000,379.5917000000,380.3101000000,549.6010375000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020816668VCMCT7021T0,'20220510021054,'2022-05-10 02:11:07:645,VCMCT7021T02,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC291985ZP,17cc15170005,0x5240f961dcde6c05,AS1C064050L7C631A935021047,AJ8C072342BFB431B634,DNB21523053120K08A,0,0.0000000000,2101.4489040886,1512.7319449832,-11.0510959114,-0.2319449832,11.0535297221,732.7847000000,389.2613000000,387.2870000000,386.9836000000,384.7322000000,559.9253625000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020839623VCMCT7021T0,'20220510021117,'2022-05-10 02:11:30:185,VCMCT7021T02,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1H1985ZJ,17cc15170702,0x5240f961dedca607,AS1C064033AHA731A735015026,AJ8C072362F8B131B610,DNB21523055550M13A,0,0.0000000000,2114.7444130259,1514.8376547922,2.2444130259,-2.3376547922,3.2406819897,734.3308000000,387.8572000000,390.1169000000,387.9080000000,387.3087000000,561.3142500000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020903528VCMCT7021T0,'20220510021140,'2022-05-10 02:11:53:025,VCMCT7021T02,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1E1985ZM,17cc15170710,0x5240f961dcdecf07,AS1C064040K3C631A128051045,AJ8C072353DCB231B626,DNB21523055180H08A,0,0.0000000000,2113.8948708621,1515.5131078890,1.3948708621,-3.0131078890,3.3203138214,745.2543000000,392.5065000000,394.2392000000,394.0743000000,393.2677000000,569.3881125000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020925932VCMCT7021T0,'20220510021203,'2022-05-10 02:12:15:735,VCMCT7021T02,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1B1985ZQ,17cc15160488,0x5240ea61de795201,AS1C064014D2A531B833018101,AJ8C072343A8B331B625,DNB21523055170A09A,0,0.0000000000,2109.7301476373,1508.5301005011,-2.7698523627,3.9698994989,4.8406801323,717.9806000000,381.2604000000,380.5432000000,379.7800000000,377.7435000000,548.9061875000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510020948708VCMCT7021T0,'20220510021227,'2022-05-10 02:12:39:415,VCMCT7021T02,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1T1985Z8,17cc15170070,0x5240f161ded78403,AS1C064060JJC631A934007053,AJ8C0723639BB431B638,DNB21523055180G13A,0,0.0000000000,2111.4966805741,1519.1890126403,-1.0033194259,-6.6890126403,6.7638406229,733.5321000000,388.6186000000,389.5553000000,388.7835000000,388.8197000000,561.2381875000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510021010613VCMCT7021T0,'20220510021250,'2022-05-10 02:13:02:465,VCMCT7021T02,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1N1985ZD,17cc15160666,0x5240f961dcde1d05,AS1C064060KPC631A831060046,AJ8C072352HMB431B637,DNB21523054460A06A,0,0.0000000000,2111.1833163404,1511.5415860016,-1.3166836596,0.9584139984,1.6285617126,721.4121000000,383.1457000000,381.7059000000,376.7537000000,380.2878000000,550.9426875000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510021034268VCMCT7021T0,'20220510021313,'2022-05-10 02:13:25:075,VCMCT7021T02,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1M1985ZE,17cc15170846,0x5240f561da4e2007,AS1C064060JKC631A535025019,AJ8C072353DFB331B618,DNB21523055180G12A,0,0.0000000000,2109.2839548306,1511.5600104531,-3.2160451694,0.9399895469,3.3506009729,718.5877000000,381.5774000000,382.2719000000,380.6200000000,379.8706000000,549.8363375000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510021057522VCMCT7021T0,'20220510021336,'2022-05-10 02:13:49:305,VCMCT7021T02,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1F1985ZL,17cc15160952,0x5240ea61de79dc07,AS1C064034E2A531B631029054,AJ8C072353D7B331B638,DNB21523050350E05A,0,0.0000000000,2116.7183164739,1518.4462164892,4.2183164739,-5.9462164892,7.2905201742,734.4835000000,389.6683000000,391.5923000000,388.0422000000,388.1927000000,561.9286875000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
T220510021120177VCMCT7021T0,'20220510021359,'2022-05-10 02:14:11:785,VCMCT7021T02,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_D50_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1G1985ZK,17cc15160518,0x5240ea61de7a5e05,AS1C064024FDA531B330023040,AJ8C072353D5B131B617,DNB21523055170D02A,0,0.0000000000,2109.8401793834,1513.4892314827,-2.6598206166,-0.9892314827,2.8378204029,741.0005000000,392.3417000000,394.2209000000,393.3592000000,391.9825000000,566.9882875000,2062 1462 2161 1561,2062 0 2161 99,2062 2924 2161 3023,600 1462 699 1561,3524 1462 3623 1561,8.0000000000,oc_rShift / oc_xShift / oc_yShift / ,,1,
