GlobalTime,SiteTime,time,station,site,moduleConfig,inputParamterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,standAlone,TestSW_Rev_NVM,LightAmount_Peak0_Neutral,vcm_um_Peak0_Neutral,LightAmount_Peak1_Neutral,vcm_um_Peak1_Neutral,LightAmount_Peak2_Neutral,vcm_um_Peak2_Neutral,LightAmount_Peak3_Neutral,vcm_um_Peak3_Neutral,vcm_um_targetpeak,
T220509170715369VCMCT7021T0,'20220509170725,'2022-05-09 17:07:29:985,VCMCT7021T01,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2E1985ZJ,17cc15160370,0x5240f961dcdea103,AS1C064050ENC631A432105043,AJ8C072352E6B331B617,DNB21523053120L03A,0,0.0000000000,1251,-445.1840000000,1273,-0.0000000000,1089,-0.0000000000,2550,-0.0000000000,-445.1840000000,
T220509170732611VCMCT7021T0,'20220509170747,'2022-05-09 17:07:52:555,VCMCT7021T01,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1X1985Z4,17cc15170871,0x5240f961dd146507,AS1C064034CDA531C034044050,AJ8C0723639NB131B622,DNB21523055170C01A,0,0.0000000000,1103,-565.7600000000,1300,-0.0000000000,2516,-0.0000000000,1492,-0.0000000000,-565.7600000000,
T220509170751965VCMCT7021T0,'20220509170810,'2022-05-09 17:08:15:115,VCMCT7021T01,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC221985ZW,17cc15170405,0x5240f961dd142401,AS1C0640239GA731B234053004,AJ8C072362F7B131B619,DNB21523053120L01A,0,0.0000000000,1877,-442.1120000000,1500,-0.0000000000,1222,-0.0000000000,2694,-0.0000000000,-442.1120000000,
T220509170814420VCMCT7021T0,'20220509170832,'2022-05-09 17:08:37:545,VCMCT7021T01,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC281985ZQ,17cc15170083,0x5240f161ded77f03,AS1C0640239HA731A631055031,AJ8C072362F4B231B631,DNB21523053600G09A,0,0.0000000000,2061,-509.4400000000,1598,-0.0000000000,1050,-0.0000000000,2524,-0.0000000000,-509.4400000000,
T220509170836524VCMCT7021T0,'20220509170912,'2022-05-09 17:09:16:805,VCMCT7021T01,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC291985ZP,17cc15170005,0x5240f961dcde6c05,AS1C064050L7C631A935021047,AJ8C072342BFB431B634,DNB21523053120K08A,0,0.0000000000,1777,-471.2960000000,1292,-0.0000000000,1241,-0.0000000000,2559,-0.0000000000,-471.2960000000,
T220509170916238VCMCT7021T0,'20220509170937,'2022-05-09 17:09:42:355,VCMCT7021T01,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1H1985ZJ,17cc15170702,0x5240f961dedca607,AS1C064033AHA731A735015026,AJ8C072362F8B131B610,DNB21523055550M13A,0,0.0000000000,1325,-609.7920000000,1378,-0.0000000000,2733,-0.0000000000,1987,-0.0000000000,-609.7920000000,
T220509170941743VCMCT7021T0,'20220509171002,'2022-05-09 17:10:07:595,VCMCT7021T01,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1E1985ZM,17cc15170710,0x5240f961dcdecf07,AS1C064040K3C631A128051045,AJ8C072353DCB231B626,DNB21523055180H08A,0,0.0000000000,1577,-404.9920000000,1420,-0.0000000000,1292,-0.0000000000,2399,-0.0000000000,-404.9920000000,
T220509171007047VCMCT7021T0,'20220509171028,'2022-05-09 17:10:33:145,VCMCT7021T01,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1B1985ZQ,17cc15160488,0x5240ea61de795201,AS1C064014D2A531B833018101,AJ8C072343A8B331B625,DNB21523055170A09A,0,0.0000000000,1478,-492.8000000000,1294,-0.0000000000,2703,-0.0000000000,1604,-0.0000000000,-492.8000000000,
T220509171032052VCMCT7021T0,'20220509171053,'2022-05-09 17:10:58:215,VCMCT7021T01,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1T1985Z8,17cc15170070,0x5240f161ded78403,AS1C064060JJC631A934007053,AJ8C0723639BB431B638,DNB21523055180G13A,0,0.0000000000,1392,-432.3840000000,1421,-0.0000000000,1066,-0.0000000000,2423,-0.0000000000,-432.3840000000,
T220509171057756VCMCT7021T0,'20220509171115,'2022-05-09 17:11:20:775,VCMCT7021T01,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1N1985ZD,17cc15160666,0x5240f961dcde1d05,AS1C064060KPC631A831060046,AJ8C072352HMB431B637,DNB21523054460A06A,0,0.0000000000,1036,-539.3920000000,1157,-0.0000000000,2354,-0.0000000000,1400,-0.0000000000,-539.3920000000,
T220509171120160VCMCT7021T0,'20220509171139,'2022-05-09 17:11:44:015,VCMCT7021T01,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1M1985ZE,17cc15170846,0x5240f561da4e2007,AS1C064060JKC631A535025019,AJ8C072353DFB331B618,DNB21523055180G12A,0,0.0000000000,2067,-432.3840000000,1631,-0.0000000000,1204,-0.0000000000,2386,-0.0000000000,-432.3840000000,
T220509171143315VCMCT7021T0,'20220509171202,'2022-05-09 17:12:06:955,VCMCT7021T01,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1F1985ZL,17cc15160952,0x5240ea61de79dc07,AS1C064034E2A531B631029054,AJ8C072353D7B331B638,DNB21523050350E05A,0,0.0000000000,1630,-521.7280000000,1321,-0.0000000000,1121,-0.0000000000,2764,-0.0000000000,-521.7280000000,
T220509171205969VCMCT7021T0,'20220509171227,'2022-05-09 17:12:31:825,VCMCT7021T01,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1G1985ZK,17cc15160518,0x5240ea61de7a5e05,AS1C064024FDA531B330023040,AJ8C072353D5B131B617,DNB21523055170D02A,0,0.0000000000,1455,-492.2880000000,1359,-0.0000000000,1129,-0.0000000000,2650,-0.0000000000,-492.2880000000,
T220509171231239VCMCT7021T0,'20220509171249,'2022-05-09 17:12:54:495,VCMCT7021T01,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1A1985ZR,17cc15160400,0x5240f961dcde5503,AS1C064050EMC631A132103030,AJ8C072352E2B331B619,DNB21523053120L08A,0,0.0000000000,1360,-590.5920000000,1211,-0.0000000000,1060,-0.0000000000,2581,-0.0000000000,-590.5920000000,
T220509171253894VCMCT7021T0,'20220509171313,'2022-05-09 17:13:18:575,VCMCT7021T01,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2H1985ZF,17cc15170919,0x5240f961dedcd601,AS1C064024D6A531B734019046,AJ7C0722E363B131B618,DNB21523055270E02A,0,0.0000000000,1787,-426.2400000000,1676,-0.0000000000,1309,-0.0000000000,2363,-0.0000000000,-426.2400000000,
T220509171317998VCMCT7021T0,'20220509171336,'2022-05-09 17:13:41:695,VCMCT7021T01,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2E1985ZJ,17cc15160370,0x5240f961dcdea103,AS1C064050ENC631A432105043,AJ8C072352E6B331B617,DNB21523053120L03A,0,0.0000000000,1773,-491.0080000000,1305,-0.0000000000,1225,-0.0000000000,2681,-0.0000000000,-491.0080000000,
T220509171340554VCMCT7021T0,'20220509171400,'2022-05-09 17:14:04:865,VCMCT7021T01,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1X1985Z4,17cc15170871,0x5240f961dd146507,AS1C064034CDA531C034044050,AJ8C0723639NB131B622,DNB21523055170C01A,0,0.0000000000,1183,-459.0080000000,1339,-0.0000000000,2512,-0.0000000000,1353,-0.0000000000,-459.0080000000,
T220509171404359VCMCT7021T0,'20220509171422,'2022-05-09 17:14:27:515,VCMCT7021T01,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC221985ZW,17cc15170405,0x5240f961dd142401,AS1C0640239GA731B234053004,AJ8C072362F7B131B619,DNB21523053120L01A,0,0.0000000000,1070,-555.2640000000,1304,-0.0000000000,2652,-0.0000000000,1568,-0.0000000000,-555.2640000000,
T220509171426813VCMCT7021T0,'20220509171445,'2022-05-09 17:14:50:285,VCMCT7021T01,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC281985ZQ,17cc15170083,0x5240f161ded77f03,AS1C0640239HA731A631055031,AJ8C072362F4B231B631,DNB21523053600G09A,0,0.0000000000,1869,-435.9680000000,1633,-0.0000000000,2470,-0.0000000000,1429,-0.0000000000,-435.9680000000,
T220509171449572VCMCT7021T0,'20220509171508,'2022-05-09 17:15:13:035,VCMCT7021T01,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC291985ZP,17cc15170005,0x5240f961dcde6c05,AS1C064050L7C631A935021047,AJ8C072342BFB431B634,DNB21523053120K08A,0,0.0000000000,1832,-503.2960000000,1255,-0.0000000000,1240,-0.0000000000,2631,-0.0000000000,-503.2960000000,
T220509171511977VCMCT7021T0,'20220509171531,'2022-05-09 17:15:36:495,VCMCT7021T01,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1H1985ZJ,17cc15170702,0x5240f961dedca607,AS1C064033AHA731A735015026,AJ8C072362F8B131B610,DNB21523055550M13A,0,0.0000000000,1742,-504.8320000000,1543,-0.0000000000,1107,-0.0000000000,2634,-0.0000000000,-504.8320000000,
T220509171535981VCMCT7021T0,'20220509171554,'2022-05-09 17:15:59:316,VCMCT7021T01,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1E1985ZM,17cc15170710,0x5240f961dcdecf07,AS1C064040K3C631A128051045,AJ8C072353DCB231B626,DNB21523055180H08A,0,0.0000000000,1336,-584.9600000000,1265,-0.0000000000,1107,-0.0000000000,2609,-0.0000000000,-584.9600000000,
T220509171558736VCMCT7021T0,'20220509171617,'2022-05-09 17:16:22:376,VCMCT7021T01,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1B1985ZQ,17cc15160488,0x5240ea61de795201,AS1C064014D2A531B833018101,AJ8C072343A8B331B625,DNB21523055170A09A,0,0.0000000000,1404,-427.0080000000,1359,-0.0000000000,2544,-0.0000000000,1376,-0.0000000000,-427.0080000000,
T220509171622092VCMCT7021T0,'20220509171641,'2022-05-09 17:16:46:146,VCMCT7021T01,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1T1985Z8,17cc15170070,0x5240f161ded78403,AS1C064060JJC631A934007053,AJ8C0723639BB431B638,DNB21523055180G13A,0,0.0000000000,2090,-479.4880000000,1505,-0.0000000000,1191,-0.0000000000,2501,-0.0000000000,-479.4880000000,
T220509171645046VCMCT7021T0,'20220509171704,'2022-05-09 17:17:08:996,VCMCT7021T01,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1N1985ZD,17cc15160666,0x5240f961dcde1d05,AS1C064060KPC631A831060046,AJ8C072352HMB431B637,DNB21523054460A06A,0,0.0000000000,1154,-432.1280000000,1205,-0.0000000000,1061,-0.0000000000,2275,-0.0000000000,-432.1280000000,
T220509171708550VCMCT7021T0,'20220509171727,'2022-05-09 17:17:32:156,VCMCT7021T01,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1M1985ZE,17cc15170846,0x5240f561da4e2007,AS1C064060JKC631A535025019,AJ8C072353DFB331B618,DNB21523055180G12A,0,0.0000000000,1407,-550.9120000000,1408,-0.0000000000,1056,-0.0000000000,2365,-0.0000000000,-550.9120000000,
T220509171731513VCMCT7021T0,'20220509171749,'2022-05-09 17:17:54:616,VCMCT7021T01,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1F1985ZL,17cc15160952,0x5240ea61de79dc07,AS1C064034E2A531B631029054,AJ8C072353D7B331B638,DNB21523050350E05A,0,0.0000000000,1552,-451.0720000000,1388,-0.0000000000,1070,-0.0000000000,2710,-0.0000000000,-451.0720000000,
T220509171753968VCMCT7021T0,'20220509171812,'2022-05-09 17:18:17:346,VCMCT7021T01,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1G1985ZK,17cc15160518,0x5240ea61de7a5e05,AS1C064024FDA531B330023040,AJ8C072353D5B131B617,DNB21523055170D02A,0,0.0000000000,1436,-517.8880000000,1330,-0.0000000000,1118,-0.0000000000,2649,-0.0000000000,-517.8880000000,
T220509171816322VCMCT7021T0,'20220509171836,'2022-05-09 17:18:40:786,VCMCT7021T01,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1A1985ZR,17cc15160400,0x5240f961dcde5503,AS1C064050EMC631A132103030,AJ8C072352E2B331B619,DNB21523053120L08A,0,0.0000000000,1814,-486.9120000000,1361,-0.0000000000,1215,-0.0000000000,2401,-0.0000000000,-486.9120000000,
T220509171840226VCMCT7021T0,'20220509171859,'2022-05-09 17:19:04:226,VCMCT7021T01,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2H1985ZF,17cc15170919,0x5240f961dedcd601,AS1C064024D6A531B734019046,AJ7C0722E363B131B618,DNB21523055270E02A,0,0.0000000000,1432,-602.3680000000,1427,-0.0000000000,1083,-0.0000000000,2671,-0.0000000000,-602.3680000000,
T220509171903636VCMCT7021T0,'20220509171922,'2022-05-09 17:19:27:186,VCMCT7021T01,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2E1985ZJ,17cc15160370,0x5240f961dcdea103,AS1C064050ENC631A432105043,AJ8C072352E6B331B617,DNB21523053120L03A,0,0.0000000000,1612,-422.9120000000,1364,-0.0000000000,1237,-0.0000000000,2463,-0.0000000000,-422.9120000000,
T220509171926642VCMCT7021T0,'20220509171945,'2022-05-09 17:19:49:846,VCMCT7021T01,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1X1985Z4,17cc15170871,0x5240f961dd146507,AS1C064034CDA531C034044050,AJ8C0723639NB131B622,DNB21523055170C01A,0,0.0000000000,1760,-508.9280000000,1444,-0.0000000000,2895,-0.0000000000,1863,-0.0000000000,-508.9280000000,
T220509171948696VCMCT7021T0,'20220509172007,'2022-05-09 17:20:12:786,VCMCT7021T01,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC221985ZW,17cc15170405,0x5240f961dd142401,AS1C0640239GA731B234053004,AJ8C072362F7B131B619,DNB21523053120L01A,0,0.0000000000,1229,-451.8400000000,1411,-0.0000000000,1093,-0.0000000000,2592,-0.0000000000,-451.8400000000,
T220509172012352VCMCT7021T0,'20220509172031,'2022-05-09 17:20:35:836,VCMCT7021T01,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC281985ZQ,17cc15170083,0x5240f161ded77f03,AS1C0640239HA731A631055031,AJ8C072362F4B231B631,DNB21523053600G09A,0,0.0000000000,1203,-551.1680000000,1269,-0.0000000000,2384,-0.0000000000,1459,-0.0000000000,-551.1680000000,
T220509172035206VCMCT7021T0,'20220509172053,'2022-05-09 17:20:58:596,VCMCT7021T01,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC291985ZP,17cc15170005,0x5240f961dcde6c05,AS1C064050L7C631A935021047,AJ8C072342BFB431B634,DNB21523053120K08A,0,0.0000000000,1526,-424.1920000000,1237,-0.0000000000,1178,-0.0000000000,2533,-0.0000000000,-424.1920000000,
T220509172057911VCMCT7021T0,'20220509172117,'2022-05-09 17:21:22:426,VCMCT7021T01,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1H1985ZJ,17cc15170702,0x5240f961dedca607,AS1C064033AHA731A735015026,AJ8C072362F8B131B610,DNB21523055550M13A,0,0.0000000000,1606,-529.6640000000,1507,-0.0000000000,1096,-0.0000000000,2591,-0.0000000000,-529.6640000000,
T220509172121366VCMCT7021T0,'20220509172140,'2022-05-09 17:21:45:086,VCMCT7021T01,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1E1985ZM,17cc15170710,0x5240f961dcdecf07,AS1C064040K3C631A128051045,AJ8C072353DCB231B626,DNB21523055180H08A,0,0.0000000000,1624,-478.4640000000,1312,-0.0000000000,1217,-0.0000000000,2554,-0.0000000000,-478.4640000000,
T220509172144620VCMCT7021T0,'20220509172203,'2022-05-09 17:22:07:816,VCMCT7021T01,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1B1985ZQ,17cc15160488,0x5240ea61de795201,AS1C064014D2A531B833018101,AJ8C072343A8B331B625,DNB21523055170A09A,0,0.0000000000,1213,-606.7200000000,1157,-0.0000000000,2821,-0.0000000000,1986,-0.0000000000,-606.7200000000,
T220509172207224VCMCT7021T0,'20220509172226,'2022-05-09 17:22:31:156,VCMCT7021T01,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1T1985Z8,17cc15170070,0x5240f161ded78403,AS1C064060JJC631A934007053,AJ8C0723639BB431B638,DNB21523055180G13A,0,0.0000000000,1884,-411.1360000000,1573,-0.0000000000,1227,-0.0000000000,2267,-0.0000000000,-411.1360000000,
T220509172230629VCMCT7021T0,'20220509172249,'2022-05-09 17:22:54:506,VCMCT7021T01,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1N1985ZD,17cc15160666,0x5240f961dcde1d05,AS1C064060KPC631A831060046,AJ8C072352HMB431B637,DNB21523054460A06A,0,0.0000000000,1635,-480.0000000000,1266,-0.0000000000,1125,-0.0000000000,2631,-0.0000000000,-480.0000000000,
T220509172253337VCMCT7021T0,'20220509172313,'2022-05-09 17:23:17:956,VCMCT7021T01,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1M1985ZE,17cc15170846,0x5240f561da4e2007,AS1C064060JKC631A535025019,AJ8C072353DFB331B618,DNB21523055180G12A,0,0.0000000000,1581,-444.1600000000,1535,-0.0000000000,1125,-0.0000000000,2353,-0.0000000000,-444.1600000000,
T220509172317441VCMCT7021T0,'20220509172335,'2022-05-09 17:23:40:616,VCMCT7021T01,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1F1985ZL,17cc15160952,0x5240ea61de79dc07,AS1C064034E2A531B631029054,AJ8C072353D7B331B638,DNB21523050350E05A,0,0.0000000000,918,-562.6880000000,1192,-0.0000000000,2736,-0.0000000000,1511,-0.0000000000,-562.6880000000,
T220509172339899VCMCT7021T0,'20220509172359,'2022-05-09 17:24:03:986,VCMCT7021T01,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1G1985ZK,17cc15160518,0x5240ea61de7a5e05,AS1C064024FDA531B330023040,AJ8C072353D5B131B617,DNB21523055170D02A,0,0.0000000000,1298,-441.8560000000,1367,-0.0000000000,1093,-0.0000000000,2681,-0.0000000000,-441.8560000000,
T220509172403305VCMCT7021T0,'20220509172422,'2022-05-09 17:24:26:936,VCMCT7021T01,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1A1985ZR,17cc15160400,0x5240f961dcde5503,AS1C064050EMC631A132103030,AJ8C072352E2B331B619,DNB21523053120L08A,0,0.0000000000,1835,-510.9760000000,1338,-0.0000000000,1196,-0.0000000000,2420,-0.0000000000,-510.9760000000,
T220509172425861VCMCT7021T0,'20220509172445,'2022-05-09 17:24:50:696,VCMCT7021T01,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2H1985ZF,17cc15170919,0x5240f961dedcd601,AS1C064024D6A531B734019046,AJ7C0722E363B131B618,DNB21523055270E02A,0,0.0000000000,1845,-496.8960000000,1587,-0.0000000000,1230,-0.0000000000,2577,-0.0000000000,-496.8960000000,
T220509172450116VCMCT7021T0,'20220509172509,'2022-05-09 17:25:13:846,VCMCT7021T01,8,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC2E1985ZJ,17cc15160370,0x5240f961dcdea103,AS1C064050ENC631A432105043,AJ8C072352E6B331B617,DNB21523053120L03A,0,0.0000000000,1516,-600.5760000000,1203,-0.0000000000,1128,-0.0000000000,2796,-0.0000000000,-600.5760000000,
T220509172513220VCMCT7021T0,'20220509172532,'2022-05-09 17:25:37:406,VCMCT7021T01,5,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1X1985Z4,17cc15170871,0x5240f961dd146507,AS1C064034CDA531C034044050,AJ8C0723639NB131B622,DNB21523055170C01A,0,0.0000000000,1731,-440.0640000000,1483,-0.0000000000,1067,-0.0000000000,2512,-0.0000000000,-440.0640000000,
T220509172536874VCMCT7021T0,'20220509172555,'2022-05-09 17:26:00:776,VCMCT7021T01,3,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC221985ZW,17cc15170405,0x5240f961dd142401,AS1C0640239GA731B234053004,AJ8C072362F7B131B619,DNB21523053120L01A,0,0.0000000000,1878,-496.8960000000,1460,-0.0000000000,1202,-0.0000000000,2770,-0.0000000000,-496.8960000000,
T220509172559529VCMCT7021T0,'20220509172619,'2022-05-09 17:26:24:036,VCMCT7021T01,2,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC281985ZQ,17cc15170083,0x5240f161ded77f03,AS1C0640239HA731A631055031,AJ8C072362F4B231B631,DNB21523053600G09A,0,0.0000000000,1353,-446.4640000000,1472,-0.0000000000,2431,-0.0000000000,1302,-0.0000000000,-446.4640000000,
T220509172623483VCMCT7021T0,'20220509172641,'2022-05-09 17:26:46:576,VCMCT7021T01,7,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC291985ZP,17cc15170005,0x5240f961dcde6c05,AS1C064050L7C631A935021047,AJ8C072342BFB431B634,DNB21523053120K08A,0,0.0000000000,1042,-541.4400000000,1140,-0.0000000000,2437,-0.0000000000,1463,-0.0000000000,-541.4400000000,
T220509172645937VCMCT7021T0,'20220509172705,'2022-05-09 17:27:10:646,VCMCT7021T01,6,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1H1985ZJ,17cc15170702,0x5240f961dedca607,AS1C064033AHA731A735015026,AJ8C072362F8B131B610,DNB21523055550M13A,0,0.0000000000,1544,-452.0960000000,1528,-0.0000000000,1103,-0.0000000000,2598,-0.0000000000,-452.0960000000,
T220509172709892VCMCT7021T0,'20220509172729,'2022-05-09 17:27:33:867,VCMCT7021T01,4,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1E1985ZM,17cc15170710,0x5240f961dcdecf07,AS1C064040K3C631A128051045,AJ8C072353DCB231B626,DNB21523055180H08A,0,0.0000000000,1627,-501.2480000000,1358,-0.0000000000,1225,-0.0000000000,2531,-0.0000000000,-501.2480000000,
T220509172732746VCMCT7021T0,'20220509172752,'2022-05-09 17:27:56:817,VCMCT7021T01,1,DB_B_C3151,220217A,EPSSWEXCEPTION_POR_R21A_UDT_MFG_Laser_C315X_2nd_22042602_107404f,VTY841GRR466,GCF2174HC1B1985ZQ,17cc15160488,0x5240ea61de795201,AS1C064014D2A531B833018101,AJ8C072343A8B331B625,DNB21523055170A09A,0,0.0000000000,1550,-499.9680000000,1319,-0.0000000000,2781,-0.0000000000,1683,-0.0000000000,-499.9680000000,
