GlobalTime,SiteTime,time,station,site,moduleConfig,inputParamterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,standAlone,TestSW_Rev_NVM,infu2vcmStart_margin_DAC,infu2vcmStart_margin_um_vcmPoly,sph_oc_EMcouple_H1B2,sph_oc_EMcouple_H1_6,sph_oc_EMcouple_H1_7,sph_oc_EMcouple_H1_8,sph_oc_EMcouple_H1_9,sph_oc_EMcouple_H2B1,sph_oc_EMcouple_H2_2,sph_oc_EMcouple_H2_3,sph_oc_EMcouple_H2_4,sph_oc_EMcouple_H2_5,sph_ResFreq_X_Q,sph_ResFreq_X_QHz,sph_ResFreq_X_Q_REL_delta,sph_ResFreq_Y_Q,sph_ResFreq_Y_QHz,sph_ResFreq_Y_Q_REL_delta,sph_oc_H1_1,sph_oc_H2_1,sph_oc_gain_B1,sph_oc_gain_B2,sph_oc_gain_H1,sph_oc_gain_H2,sph_oc_hall_offset_x,sph_oc_hall_offset_y,sph_oc_theta_B1,sph_oc_theta_B2,sph_oc_theta_H1,sph_oc_theta_H2,sph_oc_xpt_act_x,sph_oc_xpt_act_y,sph_EMcouple_H1_dev,sph_EMcouple_H2_dev,sph_H1_1_dev,sph_H2_1_dev,sph_ViscoElastic_X_Q0_REL_delta,sph_ViscoElastic_Y_Q0_REL_delta,sph_gain_B1_dev,sph_gain_B2_dev,sph_gain_H1_dev,sph_gain_H2_dev,sph_neutral_x_dev,sph_neutral_y_dev,sph_theta_B1_dev,sph_theta_B2_dev,sph_theta_H1_dev,sph_theta_H2_dev,sph_ViscoElastic_XYDelta_F0,sph_ViscoElastic_XYDelta_Q0,sph_ViscoElastic_XYDelta_Rho1,sph_ViscoElastic_XYDelta_Rho2,sph_ViscoElastic_XYDelta_Tau1,sph_ViscoElastic_XYDelta_Tau2,sph_ViscoElastic_X_Cost,sph_ViscoElastic_X_F0,sph_ViscoElastic_X_Q0,sph_ViscoElastic_X_Rho1,sph_ViscoElastic_X_Rho2,sph_ViscoElastic_X_Tau1,sph_ViscoElastic_X_Tau2,sph_ViscoElastic_X_Td,sph_ViscoElastic_Y_Cost,sph_ViscoElastic_Y_F0,sph_ViscoElastic_Y_Q0,sph_ViscoElastic_Y_Rho1,sph_ViscoElastic_Y_Rho2,sph_ViscoElastic_Y_Tau1,sph_ViscoElastic_Y_Tau2,sph_ViscoElastic_Y_Td,dev_b1,dev_b2,dev_h1,dev_h1_theta,dev_h2,dev_h2_theta,RESULT,FAIL_ITEMS_01,FAIL_ITEMS_02,FAIL_ITEMS_03,FAIL_ITEMS_04,FAIL_ITEMS_05,FAIL_ITEMS_06,FAIL_ITEMS_07,FAIL_ITEMS_08,FAIL_ITEMS_09,FAIL_ITEMS_10,
T220403124117849VCMCT7991T0,20220403124205,'2022-04-03 12:42:22:122,VCMCT7991T01,1,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DVN1985VJ,17ce52200353,0x5240f161d6bc0805,AS1C074038DNB433B328037007,AJ7C0762F3HDB437B618,DNB22055061610M02A,0,0.0000000000,133.0000000000,73.9867420831,0.9283700416,0.9208271591,0.9298289674,0.9306988138,0.9321252259,0.9299400440,0.9251223578,0.9324431761,0.9296393223,0.9325553198,1.7976831308,101.3183593750,0.0242456308,1.7797790008,102.7832031250,0.0297790008,27.1180000000,35.3220000000,9.8966592912,10.2558045611,8.8292103816,8.9782227598,4.3059538387,9.4675099272,135.1698835400,224.0571562883,222.7148475927,135.5757025471,-0.6771212552,10.6419377611,0.0001587823,-0.0013019349,11.4148750000,-7.4905000000,0.1619734514,0.1454283316,0.0021933459,0.0028594223,0.0027852075,0.0010561962,-0.3541948325,-1.4692558065,0.1787336376,-0.1747773054,-0.2214011866,0.1476782551,-0.1820925001,-0.0107986302,-0.0097267486,-0.0012834665,0.0001067036,0.0029944532,4.0312296614,98.1960104829,2.2440047014,0.1949269413,0.0526688852,0.0038730705,0.0526611417,-0.0000591238,3.3662867049,98.3781029830,2.2548033316,0.2046536899,0.0539523516,0.0037663668,0.0496666885,-0.0000914934,4.3141652248,4.5511236564,1.8229934559,1.5654492718,1.1180815680,1.4375220619,1,,,,,,,,,,,
T220403124140523VCMCT7991T0,20220403124229,'2022-04-03 12:42:46:170,VCMCT7991T01,7,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXR1985V9,17ce52230920,0x5240f161d9594e03,AS1C0750302DA833B237034025,AJ7C0812D10LB437B617,DNB22055061660A08A,0,0.0000000000,149.0000000000,84.0926795261,0.9230895442,0.9181949032,0.9260833634,0.9238069122,0.9242729981,0.9294353302,0.9277837461,0.9318743262,0.9293474670,0.9287357817,2.1709811564,102.7832031250,0.0186374064,2.1085195854,101.5625000000,0.0675039604,32.6580000000,19.9120000000,10.2726924865,10.4703962511,8.4102181058,8.9933276489,7.3934516844,-3.1296907041,134.4978383415,225.9597811706,225.1604641227,134.4367964039,3.3762974357,-3.7696213732,-0.0002710806,-0.0007960334,3.6580000000,6.0135625000,0.2735316933,0.1692382573,-0.0008323417,0.0046557123,0.0051427802,-0.0024731897,-0.7767476531,0.1669429835,-0.0572916634,0.1555972106,0.1999538688,-0.0489366284,1.6687016842,0.1921840610,-0.0030572277,0.0089156203,-0.0007279285,-0.0159251542,3.6605491895,99.2904997196,2.8223598183,0.1759179921,0.0485839260,0.0032561377,0.0385839153,-0.0000734222,3.5027654866,97.6217980354,2.6301757573,0.1789752198,0.0396683057,0.0039840662,0.0545090695,-0.0000860418,5.0362673048,7.7622612770,2.2335928938,0.7720564218,2.3200002206,1.3162539143,1,,,,,,,,,,,
GlobalTime,SiteTime,time,station,site,moduleConfig,inputParamterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,standAlone,TestSW_Rev_NVM,infu2vcmStart_margin_DAC,infu2vcmStart_margin_um_vcmPoly,sph_oc_EMcouple_H1B2,sph_oc_EMcouple_H1_6,sph_oc_EMcouple_H1_7,sph_oc_EMcouple_H1_8,sph_oc_EMcouple_H1_9,sph_oc_EMcouple_H2B1,sph_oc_EMcouple_H2_2,sph_oc_EMcouple_H2_3,sph_oc_EMcouple_H2_4,sph_oc_EMcouple_H2_5,sph_ResFreq_X_Q,sph_ResFreq_X_QHz,sph_ResFreq_X_Q_REL_delta,sph_ResFreq_Y_Q,sph_ResFreq_Y_QHz,sph_ResFreq_Y_Q_REL_delta,sph_oc_H1_1,sph_oc_H2_1,sph_oc_gain_B1,sph_oc_gain_B2,sph_oc_gain_H1,sph_oc_gain_H2,sph_oc_hall_offset_x,sph_oc_hall_offset_y,sph_oc_theta_B1,sph_oc_theta_B2,sph_oc_theta_H1,sph_oc_theta_H2,sph_oc_xpt_act_x,sph_oc_xpt_act_y,sph_EMcouple_H1_dev,sph_EMcouple_H2_dev,sph_H1_1_dev,sph_H2_1_dev,sph_ViscoElastic_X_Q0_REL_delta,sph_ViscoElastic_Y_Q0_REL_delta,sph_gain_B1_dev,sph_gain_B2_dev,sph_gain_H1_dev,sph_gain_H2_dev,sph_neutral_x_dev,sph_neutral_y_dev,sph_theta_B1_dev,sph_theta_B2_dev,sph_theta_H1_dev,sph_theta_H2_dev,sph_ViscoElastic_XYDelta_F0,sph_ViscoElastic_XYDelta_Q0,sph_ViscoElastic_XYDelta_Rho1,sph_ViscoElastic_XYDelta_Rho2,sph_ViscoElastic_XYDelta_Tau1,sph_ViscoElastic_XYDelta_Tau2,sph_ViscoElastic_X_Cost,sph_ViscoElastic_X_F0,sph_ViscoElastic_X_Q0,sph_ViscoElastic_X_Rho1,sph_ViscoElastic_X_Rho2,sph_ViscoElastic_X_Tau1,sph_ViscoElastic_X_Tau2,sph_ViscoElastic_X_Td,sph_ViscoElastic_Y_Cost,sph_ViscoElastic_Y_F0,sph_ViscoElastic_Y_Q0,sph_ViscoElastic_Y_Rho1,sph_ViscoElastic_Y_Rho2,sph_ViscoElastic_Y_Tau1,sph_ViscoElastic_Y_Tau2,sph_ViscoElastic_Y_Td,dev_b1,dev_b2,dev_h1,dev_h1_theta,dev_h2,dev_h2_theta,RESULT,FAIL_ITEMS_01,FAIL_ITEMS_02,FAIL_ITEMS_03,FAIL_ITEMS_04,FAIL_ITEMS_05,FAIL_ITEMS_06,FAIL_ITEMS_07,FAIL_ITEMS_08,FAIL_ITEMS_09,FAIL_ITEMS_10,
T220403114344406VCMCT7991T0,20220403114420,'2022-04-03 11:44:39:870,VCMCT7991T01,2,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DY51985VS,17ce52240211,0x5240f161d976ed07,AS1C074041B1A333B132046041,AJ7C0762C0MLB437B625,DNB22055061890F09A,0,0.0000000000,140.0000000000,75.7982696028,0.9300813201,0.9240340653,0.9314576034,0.9308082339,0.9340253777,0.9278697571,0.9288028649,0.9288491937,0.9240050266,0.9298219432,1.8989660531,101.8066406250,-0.0219323844,1.8375576144,99.8535156250,-0.0306064481,12.0260000000,-3.6460000000,9.8229541237,9.9111417359,9.2830126025,10.2036130437,-1.9363504435,15.8298854460,133.8936394857,226.4757411902,224.0979785692,135.1690565921,-2.4680514732,15.1971698826,0.0004236048,0.0027848351,4.9869375000,4.0844687500,0.1861775409,0.0614462707,-0.0060568159,-0.0002946082,0.0069708586,0.0038912141,-0.6721410598,-0.0933866144,0.1559991048,-0.0273716028,-0.1195507277,0.1114088870,1.5784270766,0.1794187702,0.0052319898,0.0052852513,-0.0003955564,-0.0019147692,3.5700205827,97.0813776619,2.5904744159,0.2171916130,0.0625141337,0.0028680614,0.0309603191,-0.0000669294,3.0153076472,95.5029505853,2.4110556457,0.2119596231,0.0572288824,0.0032636178,0.0328750883,-0.0000645873,6.2621481150,6.8561315077,2.0201654073,1.1355335322,3.1361538509,1.2053971184,1,,,,,,,,,,,
T220403114402166VCMCT7991T0,20220403114443,'2022-04-03 11:45:00:482,VCMCT7991T01,8,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DWZ1985V4,17ce52240468,0x5240f161d6bacd05,AS1C0740434KB633A627102030,AJ7C0762D0L7B237B612,DNB22055062800F06A,0,0.0000000000,138.0000000000,76.2479544796,0.9286986100,0.9281031841,0.9280010352,0.9332705613,0.9254196596,0.9277266527,0.9252543331,0.9304159482,0.9275752386,0.9276610908,2.0174541259,104.0039062500,-0.0391864991,1.8871219842,102.0507812500,-0.0494014533,52.9700000000,22.5500000000,10.3175446073,10.2890074736,9.9456959148,8.8164988484,21.6221169957,19.8948720008,133.6773276240,226.3905834187,223.9386046945,134.8236615484,15.9860196876,18.6288348223,0.0010393439,-0.0005343584,4.5012500000,8.6437500000,0.2996667893,0.3121801320,-0.0010244253,-0.0037874761,0.0008247461,0.0049081501,-1.0185995373,0.3836022230,-0.0013985723,-0.1330219280,-0.2649780691,0.0505444829,2.3615185388,0.0910022823,-0.0155751323,-0.0020855430,0.0000057931,-0.0053952352,3.9375671348,99.8142986312,2.5770105393,0.1846546096,0.0597126361,0.0029684821,0.0317642862,-0.0001055865,2.9069566653,97.4527800925,2.4860082570,0.2002297419,0.0617981790,0.0029626890,0.0371595214,-0.0001067828,4.8861862345,7.5927562738,3.7297290295,1.0246992068,1.7124327755,1.5837807892,1,,,,,,,,,,,
T220403114419519VCMCT7991T0,20220403114506,'2022-04-03 11:45:24:152,VCMCT7991T01,5,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DYG1985VF,17ce52200120,0x5240f161d6b69c03,AS1C074061D6A333C531060009,AJ7C0762E3K0B337B605,DNB22055061590F03A,0,0.0000000000,158.0000000000,82.4468711624,0.9270225606,0.9260540672,0.9269677449,0.9287272850,0.9263411452,0.9265139224,0.9237109158,0.9312824154,0.9209953941,0.9300669645,1.8146792090,103.7597656250,0.0549135840,1.7542379706,103.0273437500,0.0022848456,45.4780000000,72.5580000000,10.1822091092,10.3408631532,9.7538731276,9.1501377785,20.8377890418,7.5372986111,134.6434083732,225.7784106921,224.0435641152,134.4874728660,11.9770451459,10.3589772842,0.0018692370,0.0002638446,13.5717500000,18.3705000000,0.0006477893,-0.0197960297,-0.0035758670,-0.0062834207,-0.0012033917,0.0036140837,-2.4030058056,0.4777957594,0.2180696280,-0.0111248304,-0.0369565147,0.2904971580,1.4855729480,0.0673188191,-0.0104056710,0.0019867772,0.0000207436,0.0029410169,3.9266107970,100.6626816193,2.2565071643,0.1925316729,0.0510543598,0.0041676366,0.0524543890,-0.0000591098,2.7965442464,99.1771086713,2.1891883453,0.2029373440,0.0490675826,0.0041468930,0.0495133720,-0.0000718939,3.3986204912,5.8179282625,2.4572903896,1.2625936939,1.4726642248,1.0053001145,1,,,,,,,,,,,
T220403114442872VCMCT7991T0,20220403114528,'2022-04-03 11:45:45:102,VCMCT7991T01,4,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXH1985VH,17ce52200147,0x5240f161d9fb7603,AS1C074018D9B433A135031022,AJ7C0762E3JBB137B619,DNB22055061180G14A,0,0.0000000000,144.0000000000,81.0908842443,0.9258861573,0.9232509951,0.9260579475,0.9274791041,0.9267565823,0.9261253764,0.9259081777,0.9286699084,0.9215684402,0.9283549792,1.8933542638,105.2246093750,-0.0412160487,1.8513907909,103.2714843750,-0.0021248341,38.8220000000,21.0520000000,10.3598520469,10.4596076928,9.6433819243,9.0521288967,9.8750146579,13.0822270260,133.4211179967,226.4833399449,223.3999588674,134.9860548926,5.5858638371,12.6071932480,0.0016982832,0.0019570897,8.1813750000,7.0832500000,-0.1148420254,-0.0651707472,-0.0007075644,0.0021181023,0.0043554811,0.0023118502,-1.1701525723,-0.0324059641,0.0755064245,-0.2210210170,-0.2412764842,0.0964369727,3.7329863251,-0.0203744032,-0.0329423983,-0.0052543036,0.0010877195,0.0072524437,4.0294946178,103.5423133142,2.2093767246,0.1514066550,0.0394810978,0.0057875865,0.0625378250,-0.0000336164,3.5070278664,99.8093269891,2.2297511278,0.1843490533,0.0447354014,0.0046998669,0.0552853813,-0.0000614582,6.3900979977,6.7608774813,0.3291565399,0.8625517525,1.2456007373,2.3627405531,1,,,,,,,,,,,
T220403114505925VCMCT7991T0,20220403114555,'2022-04-03 11:46:13:702,VCMCT7991T01,1,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXZ1985V1,17ce52230039,0x5240f161d763fb03,AS1C07502028A833A931106049,AJ7C0762C10MB137B625,DNB22055061910M13A,0,0.0000000000,127.0000000000,70.1578194821,0.9322768377,0.9347423063,0.9303758124,0.9308547603,0.9331344718,0.9354289577,0.9387820641,0.9397232209,0.9291642699,0.9340462757,1.7732992842,98.6328125000,-0.0597085283,1.8061416887,99.8535156250,-0.0141708113,33.1100000000,-26.8600000000,9.2452507453,9.4549143723,9.6127113536,9.3238403247,2.3090722070,5.5768568928,136.3785414653,223.7934250157,224.1381038126,135.3245060506,2.2465099073,1.7326664430,-0.0019325857,0.0019657454,-2.8587500000,-5.6568750000,0.1138296040,0.0401698361,-0.0063878292,-0.0047458555,0.0003471978,0.0012177530,0.6448207633,-0.2197611577,0.0330367045,-0.0320602138,-0.1088444296,0.0328342976,-1.9695271062,0.0599878929,0.0219054048,0.0079608180,-0.0008735347,-0.0051923726,4.5172052774,95.2792250770,2.1724233540,0.1842127172,0.0488339704,0.0045968196,0.0605624959,-0.0000681003,3.8179131680,97.2487521832,2.1124354611,0.1623073124,0.0408731524,0.0054703542,0.0657548685,-0.0000713799,3.9391738460,9.8040638953,3.3958266294,0.9266910331,0.8593795843,1.8854474425,1,,,,,,,,,,,
T220403114527878VCMCT7991T0,20220403114617,'2022-04-03 11:46:35:412,VCMCT7991T01,7,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DVN1985VJ,17ce52200353,0x5240f161d6bc0805,AS1C074038DNB433B328037007,AJ7C0762F3HDB437B618,DNB22055061610M02A,0,0.0000000000,128.0000000000,71.8097602317,0.9303799071,0.9310243616,0.9284601578,0.9291867962,0.9328483129,0.9317843510,0.9275107481,0.9347346937,0.9353419062,0.9295500561,1.7688675590,102.0507812500,-0.0045699410,1.7350746160,103.2714843750,-0.0149253840,26.3360000000,35.0080000000,9.8800486521,10.2424485262,8.8371426079,9.0032602192,4.5382283174,8.2832166511,135.1837319704,224.2438109882,222.9226296984,135.6170061052,-0.3844623105,9.4936158742,0.0023240662,0.0006787367,10.6328750000,-7.8045000000,0.0443773618,-0.0347063023,0.0005112559,0.0015534082,0.0036861170,0.0038478293,-0.2642309511,-1.4333260302,0.1925820681,0.0118773944,-0.0136190809,0.1889818132,-0.8260342246,0.0517399141,0.0031613529,0.0044088698,-0.0003045600,0.0008310466,4.1405842862,99.0818856282,2.1264086118,0.1725926514,0.0590552970,0.0039735118,0.0444921144,-0.0000909066,3.7017461513,99.9079198528,2.0746686977,0.1694312986,0.0546464272,0.0042780717,0.0436610678,-0.0001068550,2.9810742128,5.1030974703,2.0737054426,1.6498813210,1.2707567556,1.1555220131,1,,,,,,,,,,,
T220403114554490VCMCT7991T0,20220403114641,'2022-04-03 11:46:59:882,VCMCT7991T01,6,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXR1985V9,17ce52230920,0x5240f161d9594e03,AS1C0750302DA833B237034025,AJ7C0812D10LB437B617,DNB22055061660A08A,0,0.0000000000,142.0000000000,78.2629283919,0.9269725482,0.9255335642,0.9239963224,0.9322199434,0.9261403628,0.9286639013,0.9306982461,0.9302988325,0.9237284942,0.9299300322,2.1213068741,103.5156250000,-0.0310368759,2.0183545196,101.8066406250,-0.0226611054,32.9000000000,19.0780000000,10.2501082932,10.4478892660,8.3980451512,9.0050986770,12.2784524244,1.2081742715,134.3653796330,225.7416228293,225.0326864373,134.3545754823,8.3302284204,0.5139476201,0.0039343092,-0.0016253702,3.9000000000,5.1795625000,-0.0476309837,0.2108914259,-0.0030289806,0.0024961215,0.0036879359,-0.0011675644,-0.7323911141,0.0805096503,-0.1897503719,-0.0625611307,0.0721761834,-0.1311575499,3.7940340533,-0.1706317846,-0.0565207921,-0.0150204729,0.0017789782,0.0084162446,4.2599681404,100.5089947727,2.5011971413,0.1525349353,0.0298311959,0.0049819890,0.0630462888,-0.0001010557,4.5469600371,96.7149607195,2.6718289259,0.2090557274,0.0448516689,0.0032030108,0.0546300442,-0.0001448359,3.7632912513,8.1778310028,2.5748629698,0.6778570507,0.6326838312,1.5375754393,1,,,,,,,,,,,
T220403114616993VCMCT7991T0,20220403114704,'2022-04-03 11:47:22:122,VCMCT7991T01,3,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXV1985V5,17ce52230193,0x5240f161d6bad001,AS1C0750202LA833A834057048,AJ7C0812B112B237B616,DNB22055061660B02A,0,0.0000000000,130.0000000000,72.4449644753,0.9308009445,0.9276855849,0.9284039106,0.9346499529,0.9324643296,0.9266674225,0.9292123713,0.9274399224,0.9250889434,0.9249284528,2.0584288403,99.8535156250,-0.0001649097,1.9684082541,99.8535156250,-0.0511229959,21.2540000000,-12.7420000000,9.9801986275,9.9970123226,9.3163477904,9.5237290981,-3.8048066117,2.6854131751,134.8455591107,224.7707679001,224.1374904337,134.4925652295,-4.2956241355,0.7245115441,0.0011976546,-0.0016754964,7.5899375000,1.4611250000,0.2257207101,0.0465194846,0.0011484517,0.0012657099,0.0046272259,0.0016740547,-0.6916999071,-0.4626429195,0.2892236615,-0.1912834915,-0.2809818564,0.3032036572,0.8344444235,0.0659199755,-0.0083123589,0.0005564464,-0.0000077286,-0.0012822622,4.0866991425,95.7352669753,2.6319707101,0.1949424291,0.0434942729,0.0036151958,0.0504699516,-0.0000976896,3.2780528809,94.9008225518,2.5660507346,0.2032547881,0.0429378265,0.0036229245,0.0517522138,-0.0001265114,4.2721531047,6.4914102377,1.9038990576,1.3369920029,2.1895641118,1.6091522893,1,,,,,,,,,,,
T220403114640746VCMCT7991T0,20220403114728,'2022-04-03 11:47:46:540,VCMCT7991T01,2,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DW61985VX,17ce52240233,0x5240f161d6b6cf03,AS1C0740260MB833B036108102,AJ8C076350PMB237B619,DNB22055062620F06A,0,0.0000000000,140.0000000000,78.0782839805,0.9252322038,0.9242343709,0.9229347000,0.9265620071,0.9271977371,0.9265182455,0.9241336397,0.9303524495,0.9292598079,0.9223270849,1.9121986982,105.9570312500,0.0342690107,1.7345114162,100.8300781250,-0.0311135838,4.7260000000,13.3160000000,10.2587049513,10.4986737617,8.9672368096,10.2897921349,1.1568813325,12.3739351259,132.5677949469,227.9757388486,224.3030493001,135.0518596332,-0.1428912571,13.5451983915,0.0004622774,0.0007960795,6.6879140625,17.7105312500,-0.0195199504,-0.0189680358,-0.0074722345,-0.0053070011,-0.0001687181,-0.0037115028,-1.7498241693,0.6872922432,-0.1197508294,-0.0278774844,-0.0419671794,-0.1379749615,5.0748742139,0.1771824604,-0.0210975277,-0.0021429327,-0.0001975184,-0.0002425078,4.5077519183,101.3715261186,2.4257925496,0.1965849799,0.0548120192,0.0035200469,0.0478936561,-0.0000533679,3.2690905692,96.2966519047,2.2486100892,0.2176825075,0.0569549519,0.0037175652,0.0481361639,-0.0000748553,4.1517741120,5.9282113009,2.7430638856,1.6133416666,1.6970966838,1.2099103690,1,,,,,,,,,,,
T220403114703900VCMCT7991T0,20220403114751,'2022-04-03 11:48:13:630,VCMCT7991T01,8,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXQ1985VA,17ce52240817,0x5240f161d9756401,AS1C0740634CB633A930104100,AJ7C0762B0KHB437B617,DNB22055062800F09A,0,0.0000000000,148.0000000000,80.7002134988,0.9312883569,0.9329078026,0.9330272660,0.9296159142,0.9296024448,0.9312127090,0.9292530867,0.9333003850,0.9292521066,0.9330452578,1.8809440484,100.8300781250,-0.0126106391,1.8507960082,100.3417968750,-0.0281102418,20.9660000000,22.5580000000,9.7393338710,9.8926521059,9.8262852037,8.9352027844,14.3288975944,23.1662112350,135.1045124226,225.0231951684,224.6818734883,134.2345663886,11.2469726090,24.1490420532,0.0033027643,-0.0009829083,6.9894375000,8.7611250000,-0.1862647575,-0.0950555186,-0.0018937266,-0.0021595985,0.0022027937,0.0041316562,-1.1922821486,0.2080038639,0.2010395222,0.1530627221,0.1421853779,0.2154166083,0.6387586903,-0.0423811139,-0.0163898745,0.0004648765,0.0008171947,-0.0002639655,3.9217294849,98.6436632190,2.1809227425,0.1542698318,0.0392293685,0.0056881655,0.0646685067,-0.0000387242,2.9809806305,98.0049045287,2.2233038564,0.1706597063,0.0387644920,0.0048709709,0.0649324722,-0.0000538018,3.8020978229,6.9108535773,1.8719858722,0.8745694260,1.7412755534,2.1183197232,1,,,,,,,,,,,
T220403114727853VCMCT7991T0,20220403114817,'2022-04-03 11:48:34:480,VCMCT7991T01,5,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DW51985VY,17ce52240887,0x5240f161d6bab701,AS1C074052C1A433B633111028,AJ8C076340LAB137B613,DNB22055060640K06A,0,0.0000000000,133.0000000000,72.9352610624,0.9238062743,0.9200598362,0.9244693877,0.9284846849,0.9222111883,0.9218301857,0.9194543989,0.9245588889,0.9241958615,0.9191115934,2.0054387287,106.6894531250,0.0523137287,1.8216950195,101.8066406250,0.0316559570,11.1920000000,14.5060000000,10.4513163624,10.5728833467,10.0113341202,9.7658978746,1.4423000768,12.4197026316,131.4312621926,228.0424845104,224.4742830750,134.1367318966,-0.5731438338,13.1985557997,0.0020949416,-0.0021626743,4.4849687500,6.7911562500,0.9607770264,0.0280315679,-0.0038953877,-0.0041728709,-0.0035375059,-0.0031619394,-0.8026417917,0.1832317993,-0.1922577048,0.0192301159,-0.0158292297,-0.1691457889,1.6337623569,1.0577454585,0.1243996241,0.0299967902,-0.0028642978,-0.0222569959,3.4160937317,100.5504383284,3.2556989014,0.3056256568,0.0755267669,0.0018593155,0.0244937566,-0.0000853924,3.8448797025,98.9166759716,2.1979534429,0.1812260326,0.0455299767,0.0047236133,0.0467507524,-0.0000419252,4.9138088365,4.4839269558,2.0845545862,1.6154780220,0.5620102922,1.1714058162,1,,,,,,,,,,,
T220403114752206VCMCT7991T0,20220403114841,'2022-04-03 11:48:58:340,VCMCT7991T01,4,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DYA1985VM,17ce52200159,0x5240f161d6bbff03,AS1C074028DKB4339434030119,AJ7C0762E3HLB137B609,DNB22055061610K11A,0,0.0000000000,129.0000000000,73.1896671016,0.9266282465,0.9268446097,0.9226030522,0.9291666308,0.9278986932,0.9287469938,0.9292822560,0.9260666012,0.9322108914,0.9274282267,1.7848299129,104.0039062500,-0.0393888371,1.7357503285,102.5390625000,-0.0484293590,22.6540000000,17.4120000000,10.1815155238,10.5024413438,9.6074159239,9.4215682116,-10.1505748122,0.9487579492,134.0386832297,226.3703838693,224.2445317816,134.5439054912,-13.1012411931,1.2633282765,-0.0001398057,0.0005648834,7.6305625000,7.7791875000,0.1059299551,0.1229852628,-0.0013532666,-0.0005111584,0.0014244611,0.0032951174,-1.1487971331,0.0342789549,0.0579855978,-0.1621173514,-0.1652277399,0.0448362773,3.1932754269,0.0102884422,-0.0325241233,-0.0060612979,0.0007988162,0.0056617588,4.0110372199,102.5735602393,2.1567112051,0.1670472465,0.0422165365,0.0051507615,0.0628820766,-0.0000197249,3.2165042375,99.3802848124,2.1464227628,0.1995713698,0.0482778344,0.0043519453,0.0572203177,-0.0000444717,3.4595192024,7.1241727579,2.2338699620,1.1431632550,2.7323174340,1.8456589098,1,,,,,,,,,,,
