GlobalTime,SiteTime,time,station,site,moduleConfig,inputParamterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,standAlone,TestSW_Rev_NVM,infu2vcmStart_margin_DAC,infu2vcmStart_margin_um_vcmPoly,sph_oc_EMcouple_H1B2,sph_oc_EMcouple_H1_6,sph_oc_EMcouple_H1_7,sph_oc_EMcouple_H1_8,sph_oc_EMcouple_H1_9,sph_oc_EMcouple_H2B1,sph_oc_EMcouple_H2_2,sph_oc_EMcouple_H2_3,sph_oc_EMcouple_H2_4,sph_oc_EMcouple_H2_5,sph_ResFreq_X_Q,sph_ResFreq_X_QHz,sph_ResFreq_X_Q_REL_delta,sph_ResFreq_Y_Q,sph_ResFreq_Y_QHz,sph_ResFreq_Y_Q_REL_delta,sph_oc_H1_1,sph_oc_H2_1,sph_oc_gain_B1,sph_oc_gain_B2,sph_oc_gain_H1,sph_oc_gain_H2,sph_oc_hall_offset_x,sph_oc_hall_offset_y,sph_oc_theta_B1,sph_oc_theta_B2,sph_oc_theta_H1,sph_oc_theta_H2,sph_oc_xpt_act_x,sph_oc_xpt_act_y,sph_EMcouple_H1_dev,sph_EMcouple_H2_dev,sph_H1_1_dev,sph_H2_1_dev,sph_ViscoElastic_X_Q0_REL_delta,sph_ViscoElastic_Y_Q0_REL_delta,sph_gain_B1_dev,sph_gain_B2_dev,sph_gain_H1_dev,sph_gain_H2_dev,sph_neutral_x_dev,sph_neutral_y_dev,sph_theta_B1_dev,sph_theta_B2_dev,sph_theta_H1_dev,sph_theta_H2_dev,sph_ViscoElastic_XYDelta_F0,sph_ViscoElastic_XYDelta_Q0,sph_ViscoElastic_XYDelta_Rho1,sph_ViscoElastic_XYDelta_Rho2,sph_ViscoElastic_XYDelta_Tau1,sph_ViscoElastic_XYDelta_Tau2,sph_ViscoElastic_X_Cost,sph_ViscoElastic_X_F0,sph_ViscoElastic_X_Q0,sph_ViscoElastic_X_Rho1,sph_ViscoElastic_X_Rho2,sph_ViscoElastic_X_Tau1,sph_ViscoElastic_X_Tau2,sph_ViscoElastic_X_Td,sph_ViscoElastic_Y_Cost,sph_ViscoElastic_Y_F0,sph_ViscoElastic_Y_Q0,sph_ViscoElastic_Y_Rho1,sph_ViscoElastic_Y_Rho2,sph_ViscoElastic_Y_Tau1,sph_ViscoElastic_Y_Tau2,sph_ViscoElastic_Y_Td,dev_b1,dev_b2,dev_h1,dev_h1_theta,dev_h2,dev_h2_theta,RESULT,FAIL_ITEMS_01,FAIL_ITEMS_02,FAIL_ITEMS_03,FAIL_ITEMS_04,FAIL_ITEMS_05,FAIL_ITEMS_06,FAIL_ITEMS_07,FAIL_ITEMS_08,FAIL_ITEMS_09,FAIL_ITEMS_10,
T220403121325299VCMCT7991T0,20220403121411,'2022-04-03 12:14:30:590,VCMCT7991T01,1,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DW61985VX,17ce52240233,0x5240f161d6b6cf03,AS1C0740260MB833B036108102,AJ8C076350PMB237B619,DNB22055062620F06A,0,0.0000000000,146.0000000000,80.3699713851,0.9269069886,0.9231936737,0.9300183087,0.9299519617,0.9244640105,0.9212177758,0.9203756798,0.9269347908,0.9155589723,0.9220016604,2.0193680656,104.9804687500,0.1414383781,1.8021400074,101.0742187500,0.0365150074,5.0060000000,13.5140000000,10.3031510759,10.4884526279,8.9446032753,10.3257310832,0.5912380599,9.1583500505,132.7118918352,228.0758975027,224.4157923391,135.2061879389,-0.6916960774,10.2827400056,0.0022732380,-0.0049293223,6.9679140625,17.9085312500,-0.0799533187,0.0939224718,-0.0031720803,-0.0062753987,-0.0026923177,-0.0002317862,-1.7857513596,0.6789814330,0.0243460589,0.0722811697,0.0707758596,0.0163533442,6.1389711423,0.0038585844,-0.0571732266,-0.0166254392,0.0014825904,0.0109616135,4.7495931862,101.9614587773,2.3653591813,0.1633135095,0.0412862862,0.0048276680,0.0533445490,-0.0000976805,3.1914556347,95.8224876350,2.3615005968,0.2204867361,0.0579117254,0.0033450776,0.0423829355,-0.0001216207,4.9916555521,5.3274899326,2.1256579333,1.3434527214,0.8158774269,1.4256540881,1,,,,,,,,,,,
T220403121348725VCMCT7991T0,20220403121435,'2022-04-03 12:14:52:970,VCMCT7991T01,7,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXQ1985VA,17ce52240817,0x5240f161d9756401,AS1C0740634CB633A930104100,AJ7C0762B0KHB437B617,DNB22055062800F09A,0,0.0000000000,154.0000000000,85.7103337083,0.9312492097,0.9311014558,0.9283717354,0.9333539373,0.9321697104,0.9294415265,0.9244591061,0.9351719845,0.9291158951,0.9290191202,1.8972007504,100.8300781250,0.0036460629,1.9085996278,100.5859375000,0.0296933778,21.5580000000,22.2640000000,9.7402132593,9.9046843045,9.8181770813,8.9196461031,13.3837188513,18.3447633442,135.1388368955,225.0843269190,224.7508426794,134.2178667403,10.2972282128,19.1774191269,0.0032605900,-0.0028830559,7.5814375000,8.4671250000,0.0118056686,0.0548320917,-0.0018036051,-0.0009459488,0.0013758298,0.0023834076,-1.2123592608,0.1418946832,0.2353639952,0.2141944727,0.2111545691,0.1987169601,0.0719444170,0.0058017019,0.0035640869,-0.0008679738,0.0001837622,0.0088395288,3.8940521724,96.8001754684,2.3789931686,0.1827579849,0.0434755275,0.0040270845,0.0571365998,-0.0001224515,3.1578664178,96.7282310514,2.3731914667,0.1791938979,0.0443435013,0.0038433223,0.0482970710,-0.0001277018,2.5708760104,7.9523865800,2.5183025816,0.8065143335,2.2603751931,1.7155177756,1,,,,,,,,,,,
T220403121411719VCMCT7991T0,20220403121458,'2022-04-03 12:15:15:170,VCMCT7991T01,6,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DW51985VY,17ce52240887,0x5240f161d6bab701,AS1C074052C1A433B633111028,AJ8C076340LAB137B613,DNB22055060640K06A,0,0.0000000000,138.0000000000,76.6756043747,0.9234923862,0.9198632936,0.9251427002,0.9227415962,0.9262219549,0.9228832627,0.9237753760,0.9265691193,0.9225288447,0.9186597108,1.9574238746,106.4453125000,0.0042988746,1.8146000816,101.5625000000,0.0245610191,13.4480000000,16.1280000000,10.4665655074,10.5954456161,10.0154054764,9.7608200886,3.2981098905,15.3233271857,131.6216859752,228.1161166449,224.6057412529,134.3149619702,1.0391190199,16.0498879253,0.0017544529,-0.0010227685,6.7409687500,8.4131562500,-0.0249449140,-0.0786868070,-0.0024420067,-0.0020478007,-0.0031322698,-0.0036802461,-1.0784713919,0.1443524362,-0.0018339223,0.0928622504,0.1156289482,0.0090842847,5.9087940254,0.1787418930,-0.0188415967,-0.0034422323,-0.0002935490,-0.0050756720,4.2731376595,106.7981885686,2.2699769610,0.1238353061,0.0370004737,0.0057272873,0.0442469444,-0.0000034084,3.4951048734,100.8893945432,2.0912350680,0.1426769028,0.0404427060,0.0060208363,0.0493226164,-0.0000175322,5.5486611134,4.8744721236,2.7350295762,1.4486490731,1.0684900453,1.1804510425,1,,,,,,,,,,,
T220403121435725VCMCT7991T0,20220403121521,'2022-04-03 12:15:39:100,VCMCT7991T01,3,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DYA1985VM,17ce52200159,0x5240f161d6bbff03,AS1C074028DKB4339434030119,AJ7C0762E3HLB137B609,DNB22055061610K11A,0,0.0000000000,134.0000000000,75.3360708542,0.9268300640,0.9233052270,0.9272018175,0.9250983382,0.9317148731,0.9265944370,0.9294954272,0.9266888834,0.9233427101,0.9268507272,1.8868243927,104.4921875000,0.0626056427,1.7857018267,102.5390625000,0.0015221392,23.5460000000,16.1640000000,10.1778699308,10.5134928096,9.6084419078,9.4053146386,-6.5975218371,0.1062979405,134.1435872771,226.4292947811,224.2892256867,134.6865207585,-9.5472354831,0.2196681941,0.0000779615,-0.0017541258,8.5225625000,6.5311875000,0.2774753581,0.2207979564,-0.0017108420,0.0005405796,0.0015314041,0.0015642876,-1.1220674679,-0.1255765268,0.1628896453,-0.1032064396,-0.1205338348,0.1874515446,2.5506606227,0.0840211517,-0.0210790710,0.0020125706,-0.0002146343,-0.0097518907,3.8321809895,100.6254930148,2.3282566081,0.1895167526,0.0505742262,0.0039183088,0.0406674787,-0.0000596534,2.8999112436,98.0748323922,2.2442354564,0.2105958236,0.0485616555,0.0041329431,0.0504193695,-0.0000731695,5.3354739919,9.9948991587,5.4253660086,1.2501966656,1.3970336575,2.0821210945,1,,,,,,,,,,,
T220403121458480VCMCT7991T0,20220403121544,'2022-04-03 12:16:01:660,VCMCT7991T01,2,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DWY1985V5,17ce52240927,0x5240f161d6b6d403,AS1C0740260HB833B531114004,AJ8C076360PAB437B604,DNB22055062740G12A,0,0.0000000000,158.0000000000,85.5237123774,0.9333942386,0.9316693161,0.9325198353,0.9332178493,0.9361699536,0.9329388497,0.9342515967,0.9358345198,0.9267707967,0.9348984854,1.7343733649,100.5859375000,0.0322249274,1.7028184551,99.8535156250,0.0211778301,41.1180000000,90.5380000000,9.5166232827,9.5043426972,9.5108188165,9.5711966042,7.2825147257,7.8021681237,135.1506985231,225.4494231315,224.3882428631,134.7091683152,-2.1091294265,12.0841966816,0.0013574650,-0.0001785641,11.7117500000,56.1005000000,0.0485485280,0.2443868098,-0.0015346064,-0.0020050326,0.0011388228,-0.0007233562,-4.9884811631,3.3212210737,0.2173641725,0.3450530143,0.2687512859,0.2348641160,1.9304042883,-0.0845101568,-0.0361983924,-0.0163632352,0.0012679310,0.0089033373,4.1605961728,96.6198627156,2.1286266530,0.2015115873,0.0450099076,0.0047647596,0.0580794714,-0.0000452490,2.9543816764,94.6894584273,2.2131368098,0.2377099797,0.0613731429,0.0034968286,0.0491761342,-0.0000746117,3.7204926879,9.6931539300,3.7690588041,0.9126932368,1.3906185172,1.9207603713,1,,,,,,,,,,,
T220403121521573VCMCT7991T0,20220403121607,'2022-04-03 12:16:25:760,VCMCT7991T01,8,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DY31985VU,17ce52230286,0x5240f161d6b65301,AS1C07501025A833A436007046,AJ7C0762D1H6B237B609,DNB22055062630A13A,0,0.0000000000,147.0000000000,82.5869454579,0.9301049601,0.9294650695,0.9269516675,0.9324705744,0.9315325291,0.9299922107,0.9332783861,0.9295815075,0.9306926637,0.9264162856,1.8491320947,99.3652343750,-0.0141491553,1.8208965316,98.6328125000,0.0171855941,50.3480000000,20.2100000000,9.5142476772,9.5674669340,8.9392518051,9.7072736789,10.2140233595,18.1106296832,134.8152395956,225.3236973397,224.3011400779,135.1289184083,4.8276512324,16.3007881602,-0.0011248252,0.0024337093,10.0355000000,20.0340966797,-0.2365592687,-0.0347388028,-0.0074786449,-0.0043611646,0.0001960062,-0.0067697595,-2.2588424924,0.6578504412,-0.1115029581,-0.0284449943,-0.0567853371,-0.1307404052,1.3749064067,-0.0123673409,-0.0215892660,0.0033185272,0.0004292464,-0.0212414684,4.4715531143,97.7257191085,2.1306282313,0.1496784166,0.0426092717,0.0060775171,0.0487117690,-0.0000308777,3.1793850984,96.3508127018,2.1429955722,0.1712676826,0.0392907445,0.0056482707,0.0699532374,-0.0000493146,3.3276286043,9.9483194914,4.8911099634,0.9087287784,2.8466627886,1.5213383555,1,,,,,,,,,,,
T220403121544914VCMCT7991T0,20220403121630,'2022-04-03 12:16:48:920,VCMCT7991T01,5,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXL1985VE,17ce52240378,0x5240f161d7653401,AS1C07404350B633A934106043,AJ7C0762D0L8B137B625,DNB22055062800F14A,0,0.0000000000,138.0000000000,76.0823793032,0.9242094552,0.9241220595,0.9237559399,0.9253916822,0.9235681394,0.9239766078,0.9288962712,0.9255745560,0.9208561796,0.9205794244,2.1460042806,106.2011718750,0.0542074056,2.0268342251,103.7597656250,0.0268342251,25.0580000000,31.8460000000,10.6523179552,10.8207424760,9.3033456716,9.6233538029,16.1055541528,15.8818229211,134.1559836105,226.4623162326,225.0364691601,134.7571141648,11.9261056677,16.9551986372,-0.0006436303,-0.0019493182,14.0111250000,5.7678750000,0.0697224600,0.4227898680,0.0003644155,-0.0006817915,0.0015376333,0.0030857384,-1.4896810171,-0.6386991922,0.0771872238,0.0717675265,0.0567023144,0.0767857957,3.9952004805,-0.1792392830,-0.0682249341,-0.0061533813,0.0005297330,-0.0020466419,3.9899567824,101.9599929927,2.7826130850,0.1832471397,0.0460054235,0.0030012961,0.0356377444,-0.0001192448,3.1927214005,97.9647925122,2.9618523680,0.2514720737,0.0521588048,0.0024715630,0.0376843863,-0.0001485026,4.8010266332,7.2474433090,2.7886162728,1.2335254294,1.9544849357,1.7465821617,1,,,,,,,,,,,
T220403121607615VCMCT7991T0,20220403121655,'2022-04-03 12:17:12:860,VCMCT7991T01,4,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DY51985VS,17ce52240211,0x5240f161d976ed07,AS1C074041B1A333B132046041,AJ7C0762C0MLB437B625,DNB22055061890F09A,0,0.0000000000,144.0000000000,78.0361370014,0.9276691624,0.9237919365,0.9289129946,0.9290228817,0.9289488366,0.9269790375,0.9265026472,0.9313005143,0.9222502907,0.9278626978,1.9677482918,101.8066406250,0.0468498543,1.8665004584,99.3652343750,-0.0016636041,12.8960000000,-2.0000000000,9.8234174949,9.9296736867,9.2867031282,10.1606419961,-6.5195856200,14.7198700733,133.8008350093,226.4514117295,224.1297500110,135.0532653702,-7.2786738261,14.1929807017,-0.0021709850,0.0018221999,5.8569375000,5.7304687500,-0.2045931365,-0.1425246376,-0.0060099294,0.0015746508,0.0073711868,-0.0003365292,-0.8544040825,-0.0448049837,0.0631946284,-0.0517010634,-0.0877792859,-0.0043823349,3.4013462981,-0.0073809989,-0.0236118626,-0.0131904482,0.0020429403,0.0217500187,4.3312700247,100.1885798253,2.1997037385,0.1379917067,0.0304099123,0.0070931058,0.0655215230,-0.0000521377,3.9700147763,96.7872335272,2.2070847374,0.1616035692,0.0436003605,0.0050501656,0.0437715042,-0.0000668884,6.5151986801,5.7010264319,1.3494756785,1.3830752430,1.7131663396,1.2871014021,1,,,,,,,,,,,
T220403121630830VCMCT7991T0,20220403121718,'2022-04-03 12:17:37:776,VCMCT7991T01,1,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DWZ1985V4,17ce52240468,0x5240f161d6bacd05,AS1C0740434KB633A627102030,AJ7C0762D0L7B237B612,DNB22055062800F06A,0,0.0000000000,160.0000000000,87.6016051267,0.9269604346,0.9264129731,0.9268540992,0.9246214669,0.9299531993,0.9290560709,0.9299497753,0.9298261364,0.9287746502,0.9276737216,2.0864578194,104.0039062500,0.0298171944,1.9708126951,101.8066406250,0.0342892576,59.4560000000,23.9920000000,10.2927973367,10.3078654159,9.9389012491,8.7766928107,21.4047200263,15.8276774884,133.7049017550,226.5764059550,224.1895812138,134.8651104956,15.2042582092,14.1681834418,-0.0008342262,0.0008978607,10.9872500000,10.0857500000,0.1137762493,0.1310794031,-0.0034205302,-0.0019615936,0.0001410062,0.0003710416,-1.6022425279,0.0452269673,0.0261755587,0.0528006083,-0.0140015499,0.0919934301,2.1719480682,0.0862124712,-0.0066754648,-0.0035674216,0.0002344490,0.0090535491,3.7308107985,101.1970895736,2.3911199993,0.1384803805,0.0382689673,0.0055331429,0.0634869553,-0.0001065406,3.5679885370,99.0251415054,2.3049075281,0.1451558452,0.0418363889,0.0052986940,0.0544334062,-0.0000976509,4.9189144831,7.0730940948,3.3503177496,0.8804582135,2.3495834861,1.7015463770,1,,,,,,,,,,,
T220403121655665VCMCT7991T0,20220403121742,'2022-04-03 12:18:00:796,VCMCT7991T01,7,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DYG1985VF,17ce52200120,0x5240f161d6b69c03,AS1C074061D6A333C531060009,AJ7C0762E3K0B337B605,DNB22055061590F03A,0,0.0000000000,164.0000000000,88.3799049345,0.9259669252,0.9182739743,0.9259731106,0.9281183755,0.9315022404,0.9274303573,0.9280060815,0.9302416212,0.9219978844,0.9294758421,1.8886604208,104.2480468750,0.1288947958,1.8015303963,102.7832031250,0.0495772713,47.6620000000,74.4700000000,10.1778265078,10.3538640818,9.7517544184,9.1472591756,17.7880027869,5.7679454878,134.5055358312,225.7417760379,223.9584494843,134.2240479853,8.6543653861,8.6989414116,0.0007283708,0.0012532271,15.7557500000,20.2825000000,0.0145999062,0.0293621371,-0.0040047454,-0.0050340822,-0.0014203476,0.0032983500,-2.7098588274,0.4725690808,0.0801970861,-0.0477594845,-0.1220711456,0.0270722773,1.7595845665,0.0321127690,-0.0146322430,0.0045670568,0.0001501971,-0.0019375896,3.5794793703,100.9307190639,2.2704592812,0.1759581797,0.0537734334,0.0042416402,0.0459716669,-0.0000425684,3.0649486922,99.1711344974,2.2383465121,0.1905904227,0.0492063767,0.0040914431,0.0479092566,-0.0000633500,3.9384619129,7.6338862814,3.9447897887,1.3266879140,1.3527609481,1.2984941193,1,,,,,,,,,,,
T220403121719002VCMCT7991T0,20220403121805,'2022-04-03 12:18:23:666,VCMCT7991T01,6,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXH1985VH,17ce52200147,0x5240f161d9fb7603,AS1C074018D9B433A135031022,AJ7C0762E3JBB137B619,DNB22055061180G14A,0,0.0000000000,148.0000000000,83.9751780494,0.9265289313,0.9247845772,0.9276627349,0.9284176718,0.9252507412,0.9289036256,0.9281235238,0.9313734043,0.9279903097,0.9281272648,2.0037540590,105.7128906250,0.0691837465,1.9210586633,103.2714843750,0.0675430383,39.3760000000,24.5940000000,10.3620064751,10.4692219522,9.6218388426,9.0364925254,18.3340196429,15.4174511166,133.4581103577,226.6119577178,223.4890956223,135.0490798408,13.7162726922,15.0987822819,0.0023936879,0.0049628237,8.7353750000,10.6252500000,0.0960116853,0.1138822030,-0.0004997522,0.0030392290,0.0021117753,0.0005804872,-1.4886959651,0.2056302879,0.1124987855,-0.0924032441,-0.1521397292,0.1594619209,2.6501068505,0.0114263573,-0.0186100976,-0.0047644697,0.0007074166,-0.0042476723,4.2345625007,101.6381528681,2.4202304353,0.1770314200,0.0410102365,0.0045814024,0.0587457767,-0.0000750447,3.5317293361,98.9880460176,2.4088040780,0.1956415176,0.0457747062,0.0038739858,0.0629934491,-0.0000797828,6.2193628256,6.9385625176,0.5728388173,0.6349606227,1.6334895339,1.9179596405,1,,,,,,,,,,,
T220403121741989VCMCT7991T0,20220403121827,'2022-04-03 12:18:44:956,VCMCT7991T01,3,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXZ1985V1,17ce52230039,0x5240f161d763fb03,AS1C07502028A833A931106049,AJ7C0762C10MB137B625,DNB22055061910M13A,0,0.0000000000,132.0000000000,73.9516957244,0.9340897767,0.9328742693,0.9328747070,0.9335411058,0.9370690246,0.9370784414,0.9367664709,0.9393953021,0.9359602262,0.9361917663,1.8760166941,98.3886718750,0.0430088816,1.8990391537,99.3652343750,0.0787266537,38.0280000000,-27.5860000000,9.2414742347,9.4521873827,9.5883965186,9.2999650875,1.9241856275,6.5857010359,136.2523928635,223.9133930709,224.2468485128,135.1789296148,1.5772902499,2.2790820647,0.0000082920,0.0037325564,2.0592500000,-6.3828750000,0.1636149348,0.1123357877,-0.0067937011,-0.0050329071,-0.0021831265,-0.0013460309,0.3336099960,-0.6317096316,-0.0931118972,0.0879078414,-0.0000997294,-0.1127421381,-1.8719217362,0.0376072720,0.0198142011,0.0001306660,-0.0002370343,0.0051112981,4.4124809560,96.0216845855,2.2222086848,0.1659792361,0.0462511005,0.0046831950,0.0592736710,-0.0000316474,3.4221586539,97.8936063217,2.1846014127,0.1461650350,0.0461204345,0.0049202293,0.0541623729,-0.0000303836,5.3263208697,9.9267209431,3.2019356852,0.8907330070,2.7551215868,1.7907359209,1,,,,,,,,,,,
T220403121805002VCMCT7991T0,20220403121850,'2022-04-03 12:19:08:396,VCMCT7991T01,2,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DVN1985VJ,17ce52200353,0x5240f161d6bc0805,AS1C074038DNB433B328037007,AJ7C0762F3HDB437B618,DNB22055061610M02A,0,0.0000000000,149.0000000000,83.1032428030,0.9309625570,0.9334805200,0.9266546805,0.9342226480,0.9294923797,0.9290807487,0.9262417226,0.9325016409,0.9282019225,0.9293777086,1.8213680687,102.0507812500,0.0479305687,1.7849287241,102.7832031250,0.0349287241,26.8160000000,34.9080000000,9.8902376480,10.2484513216,8.8334105926,8.9863497503,5.4632769969,12.2077469475,134.9981309225,224.2279980960,222.9163350298,135.4105510714,0.4872574397,13.4073777892,0.0029517711,-0.0022247649,11.1128750000,-7.9045000000,0.1396831669,0.0206236659,0.0015430530,0.0021403890,0.0032622501,0.0019623415,-0.2962002830,-1.4782867503,0.0069810201,-0.0039354978,-0.0199137495,-0.0174732206,-1.4816685259,0.0917157510,0.0143021209,0.0089628546,-0.0006809411,-0.0110364318,3.8265282475,98.3865649092,2.2217144169,0.1943299510,0.0533401046,0.0040164675,0.0462715427,-0.0000512960,3.0699871800,99.8682334351,2.1299986659,0.1800278301,0.0443772500,0.0046974086,0.0573079745,-0.0000563663,2.2513258100,5.2343088170,2.0145403148,1.7342750557,2.0276966106,1.1901254857,1,,,,,,,,,,,
T220403121827575VCMCT7991T0,20220403121914,'2022-04-03 12:19:32:556,VCMCT7991T01,8,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXR1985V9,17ce52230920,0x5240f161d9594e03,AS1C0750302DA833B237034025,AJ7C0812D10LB437B617,DNB22055061660A08A,0,0.0000000000,144.0000000000,80.0192012329,0.9232824293,0.9178176007,0.9252042431,0.9263243492,0.9237835244,0.9308722927,0.9302743004,0.9312166050,0.9337895234,0.9282087418,2.1832767886,102.7832031250,0.0309330386,2.0944261635,101.5625000000,0.0534105385,34.0980000000,18.8700000000,10.2879695088,10.4499066601,8.3873819050,9.0106101734,8.3421176853,2.1544457010,134.4764930691,225.9561183120,225.2139160584,134.4539367131,4.3079257321,1.3123725888,-0.0000621812,0.0007487955,5.0980000000,4.9715625000,0.2582120545,0.3769788373,0.0006535692,0.0026896945,0.0024135237,-0.0005562373,-0.8175366230,-0.0371223884,-0.0786369358,0.1519343520,0.2534058045,-0.0317963191,2.5629660590,-0.0308761578,-0.0408840023,0.0053463111,0.0001343696,-0.0059478091,4.9098740909,99.0509263462,2.8070401795,0.1764572414,0.0477013175,0.0031735127,0.0440078911,-0.0000988315,4.0894714178,96.4879602872,2.8379163373,0.2173412438,0.0423550064,0.0030391431,0.0499557003,-0.0001233448,1.9490545654,5.5208286624,1.2633823670,0.6554512647,2.4872186460,1.5826604040,1,,,,,,,,,,,
T220403121850671VCMCT7991T0,20220403121936,'2022-04-03 12:19:55:806,VCMCT7991T01,5,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DXV1985V5,17ce52230193,0x5240f161d6bad001,AS1C0750202LA833A834057048,AJ7C0812B112B237B616,DNB22055061660B02A,0,0.0000000000,135.0000000000,75.5666151460,0.9305241823,0.9274802037,0.9305655461,0.9322330774,0.9318179021,0.9256919505,0.9279696144,0.9311939373,0.9218634822,0.9217407682,2.0888044798,99.6093750000,0.0302107298,2.0036479229,99.3652343750,-0.0158833271,23.2780000000,-11.3980000000,9.9629884218,10.0003410964,9.2972258132,9.4821007879,-0.0098382261,2.8756838671,134.7940217907,224.8228435207,224.2850415075,134.4047777270,-0.7585314899,0.8657630015,0.0008999608,-0.0027263994,9.6139375000,2.8051250000,0.0300220408,0.0112655549,-0.0005779640,0.0015991082,0.0025652099,-0.0027042721,-0.9461205494,-0.5140412210,0.2376863414,-0.1392078709,-0.1334307825,0.2154161547,1.3845256512,-0.0945247641,-0.0289272811,-0.0037986966,0.0014195571,0.0078109293,4.1868514954,97.7109486208,2.4362720408,0.1366440897,0.0379651143,0.0052103194,0.0556320945,-0.0000533401,3.4169430168,96.3264229696,2.5307968049,0.1655713709,0.0417638109,0.0037907623,0.0478211652,-0.0000806535,5.3745506839,6.8586911549,2.4302652642,1.2873581835,1.7797391473,1.4877701533,1,,,,,,,,,,,
T220403121913955VCMCT7991T0,20220403121959,'2022-04-03 12:20:16:616,VCMCT7991T01,4,DB_B_C3191,220217A,EPSSWEXCEPTION_R21A_UDT_MFG_Collimator_O3191_22033001_18d3021,VGY841GRR501,GCF21356DW61985VX,17ce52240233,0x5240f161d6b6cf03,AS1C0740260MB833B036108102,AJ8C076350PMB237B619,DNB22055062620F06A,0,0.0000000000,145.0000000000,80.6945700683,0.9265996750,0.9268535428,0.9256118721,0.9248569482,0.9290763370,0.9216717144,0.9201963904,0.9296464785,0.9172268942,0.9196170942,1.9223413724,105.7128906250,0.0444116849,1.7990407123,101.0742187500,0.0334157123,5.1580000000,14.8460000000,10.2878432278,10.4980472779,8.9537329245,10.3138770693,-3.0000077180,10.8526498855,132.5627746974,227.7932214107,224.1554390449,135.0664387001,-4.3913899750,12.0059025354,0.0019409369,-0.0044389921,7.1199140625,19.2405312500,-0.2878197157,-0.1073642776,-0.0046531118,-0.0053663571,-0.0016743778,-0.0013795273,-1.8893673844,0.7580270109,-0.1247710790,-0.2103949223,-0.1895774346,-0.1233958946,6.8832424195,-0.0027210631,-0.0566286238,-0.0070977313,0.0023112025,0.0219496165,4.6737819769,105.1992280311,2.1574927843,0.1199759473,0.0423975796,0.0069189782,0.0635029656,0.0000030856,3.9400528885,98.3159856116,2.1602138474,0.1766045711,0.0494953109,0.0046077757,0.0415533491,-0.0000421517,3.7039057703,5.8786993786,3.0036806536,1.1765871206,1.6377349710,1.2361982715,1,,,,,,,,,,,
